Protein ID,Gene name,Hep G2,HepA,LX2,Liver,PorV,hHEP,hHSC,hHSC TWNT4,hKC,hLSEC,hLSEC SK Hep1,Protein name
P52789,HK2,5939500000,46624000,2289800000,62664000,23135000,18318000,3251600000,432420000,981240000,942240000,1153100000,Hexokinase-2
D6RDX7,EMB,,74603000,92715000,19740000,19798000,18319000,63758000,88455000,81727000,39222000,,Embigin
Q9H9L3,ISG20L2,41728000,,24652000,36886000,,18340000,44411000,43057000,38303500,84414000,54465000,Interferon-stimulated 20 kDa exonuclease-like 2
O15234,CASC3,43152000,49782000,41723000,27889500,31284000,18346000,48003000,32957000,37690500,96143000,53609000,Protein CASC3
J3KNS1,AGTPBP1,14413000,25288000,23341000,21398000,36065500,18362000,24398000,27774000,86768000,48686000,20871000,Cytosolic carboxypeptidase 1
Q8WUY8,NAT14,45579000,,59080000,13129000,,18401000,75270000,78614000,,23523000,16069000,N-acetyltransferase 14
Q9NVR0,KLHL11,30903000,,23562000,31442000,32018000,18410000,35762000,37107000,21309000,32729000,49819000,Kelch-like protein 11
P23142-4,FBLN1,32726000,3556750000,3012700,187710000,7208050000,18501000,11603000,7336200,39830000,10013500,12903000,Fibulin-1
A0A087X1S7,CD48,,21742000,,57283000,9019700,18523000,,,286280000,,,CD48 antigen
P35354,PTGS2,9928900,14185500,12058000,7310700,12596000,18527000,1875000000,95027000,18361000,530870000,21648000,Prostaglandin G/H synthase 2
Q24JP5,TMEM132A,,,56683000,,,18590000,28119500,307310000,,,17532000,Transmembrane protein 132A
Q99661,KIF2C,953050000,22149000,1663700000,11541000,29277000,18606000,21318000,33799000,9141600,16264000,7582000,Kinesin-like protein KIF2C
O75157-2,TSC22D2,74193000,55809000,207070000,51170000,78391000,18641000,67699000,58693000,70362000,60168000,96447000,TSC22 domain family protein 2
Q6ZW31-2,SYDE1,33331000,52996500,85337000,40466500,70861500,18660000,80083000,82842000,,81662000,49957000,Rho GTPase-activating protein SYDE1
P49593,PPM1F,381980000,573260000,931760000,886335000,826015000,18832000,304000000,1485700000,641840000,532220000,1004000000,Protein phosphatase 1F
A0A0A0MS15,IGHV3-49,,126220000,,16955000,34870000,18870000,7789600,,10525300,12045000,,
Q8WVR3,C7orf43,8631800,,10158000,,,18956000,32090000,15531000,21109000,26122000,,Uncharacterized protein C7orf43
Q9Y5L3,ENTPD2,368900000,32131500,21681000,22888000,41751500,18962000,,16411000,,,,Ectonucleoside triphosphate diphosphohydrolase 2
Q9Y547,HSPB11,288000000,57382500,1049100000,218005000,86452000,18965000,78187000,218010000,37908000,23419000,435260000,Intraflagellar transport protein 25 homolog
Q9C0C4,SEMA4C,17353000,,20109000,19283000,50408500,19028000,17150000,16373000,13575500,69453500,12059000,Semaphorin-4C
Q15223,PVRL1,,,,,,19095000,22135000,,,16995000,,Nectin-1
Q6GMV2,SMYD5,183520000,70708000,275640000,86556500,77489000,19120500,29677000,,49156000,32859000,387530000,SET and MYND domain-containing protein 5
Q8TE82,SH3TC1,18906000,19089000,11901000,24870000,23701000,19154500,,9280600,95688000,81636000,12441000,SH3 domain and tetratricopeptide repeat-containing protein 1
J3KP75,PHACTR2,39740000,32878000,78651000,46071000,41995000,19167000,36285000,51201000,51538000,94015000,41954000,Phosphatase and actin regulator
Q14686,NCOA6,,,,,,19192000,13683000,,19615000,,,Nuclear receptor coactivator 6
Q6ZMJ2,SCARA5,,63918000,36894000,34208500,74844000,19201000,,43751000,,,42557000,Scavenger receptor class A member 5
H0YGT3,ESRRA,10386000,,27813000,13821000,14950000,19271000,,8092500,20783500,,,Steroid hormone receptor ERR1
O00622,CYR61,56979000,98752000,1894700000,23622500,123720000,19272000,393400000,1145600000,18850000,286830000,691000000,Protein CYR61
P33241,LSP1,34904000,147115000,13715000,1674600000,149105000,19279000,48693000,4542900,4517300000,2811700,6941200,Lymphocyte-specific protein 1
Q6ICG6-3,KIAA0930,58515000,90214500,127970000,32669000,124026000,19314500,43814000,64011000,207140000,94544000,56394000,Uncharacterized protein KIAA0930
U3KQA5,hCG_2004507,26270000,9894000,36302000,11481000,14095000,19352000,67527000,32139000,36973000,99003000,31416000,Casein kinase I isoform gamma-1
Q9ULM3,YEATS2,30255000,,81027000,18034000,,19393000,27917000,20224000,33784000,99386000,102290000,YEATS domain-containing protein 2
Q14980,NUMA1,8498100,27505000,59370000,24683000,29301000,19476000,67483000,98069000,44730000,114310000,31504000,Nuclear mitotic apparatus protein 1
H3BTH8,HAPLN3,7918000,173471000,22261000,15160000,60926500,19520000,9627700,14742000,8701100,42107000,7797000,Hyaluronan and proteoglycan link protein 3
E9PHA2,NCAPH,1473100000,32923500,3151900000,26968000,22386000,19530000,79004000,272670000,65235000,214560000,92852000,Condensin complex subunit 2
O15117-2,FYB,18978000,26733500,18249000,225930000,42148000,19673000,25611000,5867700,1161000000,118423500,62638000,FYN-binding protein
Q9Y6A5,TACC3,372110000,49476500,1178500000,56473500,26513000,19701000,81372000,15713000,121080000,58727000,81878000,Transforming acidic coiled-coil-containing protein 3
P16444,DPEP1,691700000,43594000,27784000,53571000,122120000,19706000,29263000,30655000,44645000,,36794000,Dipeptidase 1
Q66LE6,PPP2R2D,62735000,,14943000,,53664000,19724000,,27974000,26857000,,30605000,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform
Q9Y4X4,KLF12,27617000,,25404000,13513500,15996000,19757000,17321000,23319000,,,,Krueppel-like factor 12
Q96D96-4,HVCN1,20445000,16932500,66847000,66793500,23594000,19830000,32899000,12925000,983000000,99436500,11597000,Voltage-gated hydrogen channel 1
Q96QT6,PHF12,29760000,,46191000,18995000,,19848000,23537000,20060000,22837500,32396000,28388000,PHD finger protein 12
Q2M1Z3,ARHGAP31,41967000,147810000,91507000,65668500,188990000,19905000,166600000,220330000,95402000,159980000,36971000,Rho GTPase-activating protein 31
F8W057,ACTR6,40926000,15048000,22285000,23265000,,19906000,35389500,19509000,,26981500,25017000,Actin-related protein 6
Q86XX4-2,FRAS1,498840000,22110500,36642000,18401000,14778000,19921000,27984500,11582000,15566500,15646500,23451000,Extracellular matrix protein FRAS1
O43156,TTI1,215290000,26640000,378030000,21748000,44799000,19933000,36894000,52982000,36079000,55979000,125520000,TELO2-interacting protein 1 homolog
Q9Y4B4,RAD54L2,29431000,,82371000,25466000,,19999000,,19701000,28583000,,23944000,Helicase ARIP4
Q9NZI8,IGF2BP1,16789000000,7683000,533630000,9666350,15950950,20033750,8157600,17390000,8233450,8830200,7911200000,Insulin-like growth factor 2 mRNA-binding protein 1
J3QRT5,ICAM2,13778000,16071000,29010000,18200500,23903000,20070000,7168950,12360000,40468000,9703100,15339000,Intercellular adhesion molecule 2
P25090,FPR2,12735000,,,,,20079500,,,329410000,,,N-formyl peptide receptor 2
E9PHH8,PIAS3,,,,,,20133000,34017000,,,23976000,,E3 SUMO-protein ligase PIAS3
Q15746-6,MYLK,27133000,935475000,38041000,116035000,4099350000,20148500,7420600,31949000,,17236000,67601000,"Myosin light chain kinase, smooth muscle"
O75061-4,DNAJC6,12206000,,17959000,15506500,18404000,20173500,,26270000,,,135350000,Putative tyrosine-protein phosphatase auxilin
A0A1W2PRW4,PLA2G16,,26438000,110910000,31237500,16509000,20249000,19552000,13364000,,18072000,269110000,HRAS-like suppressor 3
P10646,TFPI,1237100000,28993000,49390000,37228000,65420000,20275000,15999000,14263000,,36987500,152880000,Tissue factor pathway inhibitor
O15446,CD3EAP,352150000,21157000,282470000,40914500,34034500,20285000,142350000,56396000,18227500,132820000,229860000,DNA-directed RNA polymerase I subunit RPA34
Q9HD89,RETN,22340000,13719000,10958000,33993000,76314000,20328000,12071000,,1306200000,,,Resistin
Q01196,RUNX1,59193000,53496000,211800000,31372000,58805000,20333000,88215000,60059000,95257000,86693000,70363000,Runt-related transcription factor 1
D3YTC9,ANKRD54,58197000,27618000,74953000,23441000,20959000,20343000,29665000,40518000,18139000,43549000,61350000,Ankyrin repeat domain-containing protein 54
Q8ND94,LRRN4CL,,,,55112000,30476000,20367000,58807000,28242000,,,,LRRN4 C-terminal-like protein
P19086,GNAZ,17311000,22432500,,21774000,65353000,20420000,,,,,4572700,Guanine nucleotide-binding protein G(z) subunit alpha
F5H3Z4,FOLR2,10348000,29574500,5674700,117060000,39363500,20426000,6706000,21405000,125820000,,21130000,Folate receptor beta
Q9NQ29-2,LUC7L,520070000,117619500,305020000,54704000,71882000,20434500,115140000,211220000,67130000,123340000,189050000,Putative RNA-binding protein Luc7-like 1
Q6ZT62,Q6ZT62,78164000,,62843000,44191000,20824000,20504500,23308950,17040000,,13067000,15356000,
Q96FC7,PHYHIPL,1285000000,20098000,11354000,14660000,15377000,20513000,7716100,5629500,,13780500,9971100,Phytanoyl-CoA hydroxylase-interacting protein-like
Q8N6T7,SIRT6,36565000,,21330000,25956500,,20550000,26469000,27264000,58453000,70633000,75989000,NAD-dependent protein deacetylase sirtuin-6
Q9HAP2,MLXIP,12023000,17641000,62710000,,26450000,20613500,17890000,26972000,,35616500,14878000,MLX-interacting protein
Q9NUE0-2,ZDHHC18,,,41803000,32835000,22241000,20648000,28775500,16652000,24311000,37504000,51432000,Palmitoyltransferase ZDHHC18
Q9BT67,NDFIP1,21175000,66392000,23079000,27079500,54233500,20717500,101820000,65757000,23528000,33932000,51744000,NEDD4 family-interacting protein 1
P17535,JUND,166070000,48466000,270040000,35856000,54502000,20776000,117000000,149630000,57114000,101060000,237150000,Transcription factor jun-D
O00488,ZNF593,42042000,15079000,54936000,34021000,,20804000,65414000,16772000,,157870000,,Zinc finger protein 593
Q96F63,CCDC97,39780000,54561000,35404000,26769000,,20820000,24272000,,,46068000,28800000,Coiled-coil domain-containing protein 97
K7EK07,H3F3B,927440000,1059250000,1753100000,725630000,964255000,20858000,114200000,597180000,,,986340000,Histone H3
Q7KYR7-5,BTN2A1,111400000,52817000,62285000,38001500,37653500,20863000,134610000,88392000,37594000,135930000,61621000,Butyrophilin subfamily 2 member A1
O60906,SMPD2,20822000,62165000,25168000,43594000,28331000,20877000,39088500,85612000,49403500,50901500,44294000,Sphingomyelin phosphodiesterase 2
P12814,ACTN1,221810000,258355000,727990000,378240000,157160000,20888000,684820000,704950000,105050000,188040000,583990000,Alpha-actinin-1
Q9H694,BICC1,34573000,102501500,52968000,57636000,133770000,20900000,537990000,717890000,34267000,55455000,118730000,Protein bicaudal C homolog 1
Q96BZ8,LENG1,54902000,39119000,129460000,29901500,42847000,20931500,35283000,47519000,37800000,59976000,60401000,Leukocyte receptor cluster member 1
Q9H900,ZWILCH,221630000,,78331000,11447000,,20936000,14624000,47854000,,36895000,,Protein zwilch homolog
Q9BXK1,KLF16,54989000,46514000,,,,21051000,,48012000,29408000,62182000,47235000,Krueppel-like factor 16
G5E9L9,DCLK2,,,27289000,15593000,,21139500,21951000,17644000,,16385500,11374000,Serine/threonine-protein kinase DCLK2
P35442,THBS2,94772000,452870000,248120000,132135000,806465000,21141000,1113700000,1139800000,75269000,499090000,109350000,Thrombospondin-2
P04406-2,GAPDH,384730000,31636000,381160000,437280000,388750000,21169000,29726000,,76235000,,329840000,Glyceraldehyde-3-phosphate dehydrogenase
Q8N7R7,CCNYL1,46639000,15924000,33887000,34579500,,21261000,102220000,22897000,57816000,38207000,59597000,Cyclin-Y-like protein 1
G3V4U9,ATXN3,28198000,,41538000,34413000,60202000,21292000,31902500,41147000,49033000,41105000,38431000,Ataxin-3
Q8NEC7,GSTCD,103180000,,81954000,33138500,,21318000,17002500,19074000,,37116000,18517000,Glutathione S-transferase C-terminal domain-containing protein
A6PW57,PIP5K1A,66019000,44667500,270370000,34729500,52461000,21338500,112670000,37428000,53264000,58181000,78502000,Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha
C9JEZ4,CDC42EP3,,36983000,26549000,18831000,40311000,21348000,65062000,,15496000,,108800000,Cdc42 effector protein 3
Q9UBW7,ZMYM2,356050000,62996000,451410000,33743000,76578000,21352000,65197000,99385000,33385000,119180000,48395000,Zinc finger MYM-type protein 2
Q9GZR1-2,SENP6,52720000,,52838000,33739000,,21388000,24521500,24949000,,27648000,32538000,Sentrin-specific protease 6
Q9Y3D5,MRPS18C,160560000,39849000,21131000,26819500,,21395000,33539000,21388000,68678500,75216000,141870000,"28S ribosomal protein S18c, mitochondrial"
Q8NFM4,ADCY4,,,,,36693000,21452000,,,,140740000,,Adenylate cyclase type 4
Q7Z6M4,MTERF4,78537000,246670000,30528000,43304000,,21482000,,,,,94855000,"Transcription termination factor 4, mitochondrial"
Q99999,GAL3ST1,,27972500,,24437000,30033000,21539000,35414000,19143000,41098500,28620000,15557000,Galactosylceramide sulfotransferase
Q9H875-2,PRKRIP1,94707000,,170910000,25625000,,21562000,16354000,29470000,,,99327000,PRKR-interacting protein 1
Q96AX2-4,RAB37,52317000,39858000,,26141500,28021000,21642000,25853000,41749000,74034000,41579500,36619000,Ras-related protein Rab-37
O94864-2,SUPT7L,31216000,,57363000,22101000,,21661000,24802000,26954000,16494000,49169000,54081000,STAGA complex 65 subunit gamma
P48061-2,CXCL12,53325000,607270000,12194000,327650000,193560000,21662000,,12084000,14144000,80694500,58663000,Stromal cell-derived factor 1
Q9BU02,THTPA,91980000,111455000,117930000,233210000,160375000,21739000,78470000,130480000,126110000,61369000,62100000,Thiamine-triphosphatase
Q16539-2,MAPK14,,,,,,21902000,13952000,,41347000,,,Mitogen-activated protein kinase 14
P18850,ATF6,48532000,85341000,31943000,28813000,74239000,21930000,35872000,29705000,34133500,55021000,22957000,Cyclic AMP-dependent transcription factor ATF-6 alpha
A0A087WXK8,FAM83D,89761000,,111750000,41874000,49783000,21939000,25844000,15510000,,15954000,,Protein FAM83D
Q5VUE5,C1orf53,,,,31546000,,21944000,,,,,,Uncharacterized protein C1orf53
O76041-2,NEBL,,57700000,,61775000,44236000,21967000,,32925000,,71376000,,Nebulette
P03956,MMP1,110430000,20187500,13318000,10268900,35803000,22049000,29926000,10816000000,21166000,15795000,13971000,Interstitial collagenase
E9PD50,SMG7,62105000,49544500,47432000,35060000,50191500,22057000,24566000,35730000,30597000,61015000,58423000,Protein SMG7
P33981-2,TTK,46181000,43678000,830700000,40358000,20993500,22100000,21461000,50415000,,21443000,22840000,Dual specificity protein kinase TTK
Q5STX8,AIF1,65747000,133045000,19383000,1029550000,303905000,22119000,46248500,14554000,4856600000,5216500,42097000,Allograft inflammatory factor 1
A6NI79,CCDC69,23676000,,,29564000,41781500,22125000,,,,,20144000,Coiled-coil domain-containing protein 69
Q14432,PDE3A,35472000,453195000,56835000,67146000,597325000,22161000,73005000,71943000,51868000,57016000,16389000,"cGMP-inhibited 3,5-cyclic phosphodiesterase A"
Q13542,EIF4EBP2,71739000,31309000,19231000,68219000,27515500,22164500,32808000,22715000,89235000,28830000,15343000,Eukaryotic translation initiation factor 4E-binding protein 2
P54274-2,TERF1,89121000,45362500,100560000,40839000,58307000,22229000,21276500,14511000,47939000,31672000,36224000,Telomeric repeat-binding factor 1
A0A0C4DGH3,NUMBL,48918000,93662500,160990000,65810000,93625500,22247000,179440000,121590000,95138000,104160000,210300000,Numb-like protein
Q9UHX3-4,EMR2,,13366000,,24865000,18795500,22359000,23941000,17347000,116600000,,,EGF-like module-containing mucin-like hormone receptor-like 2
P52732,KIF11,4149000000,68846000,2886500000,52276500,123040000,22398000,191680000,295750000,70708000,47248000,88688000,Kinesin-like protein KIF11
Q7L4I2,RSRC2,81026000,41750500,160070000,32232000,44151000,22407000,22908000,30084000,45753000,21206500,38697000,Arginine/serine-rich coiled-coil protein 2
P22735,TGM1,,,,,,22425000,51950000,,,16211000,,Protein-glutamine gamma-glutamyltransferase K
Q14722-3,KCNAB1,32886000,124340000,35943000,10634000,54142000,22434000,20212000,35931000,9109800,27895000,13939000,Voltage-gated potassium channel subunit beta-1
Q9P107,GMIP,72794000,18559500,98856000,89904000,22125500,22513000,22281000,21770000,1321900000,47771000,88161000,GEM-interacting protein
Q9HCY8,S100A14,38023000,,92411000,69699500,46365000,22517500,,,,27478000,73300000,Protein S100-A14
A0A1B0GU72,CYP2D6,,,,,,22529000,,,,,,
A0A087WY96,SLC6A6,55597000,35163000,58557000,24750500,,22536000,62483000,104380000,85634500,47448500,38583000,Transporter
Q969R8,ITFG2,13771000,17132000,18544000,18423000,,22578000,22020000,13194000,24737000,19543000,17253000,Integrin-alpha FG-GAP repeat-containing protein 2
P51124,GZMM,,337610000,52581000,46098000,119020000,22585000,30132500,17520000,171300000,,,Granzyme M
B8ZZN3,STK16,,,,,,22679000,17993000,,,28724000,,Serine/threonine-protein kinase 16
Q9H1C3,GLT8D2,18816000,40675000,19185000,46532000,26475000,22679000,159170000,347190000,24347000,25318000,17805000,Glycosyltransferase 8 domain-containing protein 2
O60583-2,CCNT2,32368000,,,31289000,,22682000,23840000,,20644000,33380000,,Cyclin-T2
Q9UN19,DAPP1,29139000,,,26687000,50240000,22717000,23704000,38029000,88069000,,39665000,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide
Q643R3,LPCAT4,67320000,95168000,91126000,24352000,39495000,22719000,324270000,75166000,48264000,268730000,44187000,Lysophospholipid acyltransferase LPCAT4
O43861-2,ATP9B,59823000,112800000,,33606000,80051500,22748000,79466000,48901000,83159000,50659000,38630000,Probable phospholipid-transporting ATPase IIB
Q14314,FGL2,70617000,400365000,43535000,398435000,543770000,22774000,95195000,45094000,515730000,94854000,30324000,Fibroleukin
Q08426-2,EHHADH,13016000,,,31623000,,22790000,22937000,,,,,Peroxisomal bifunctional enzyme
Q9H0X9,OSBPL5,124420000,71569000,104590000,45778500,45022500,22866000,461960000,607550000,139180000,440310000,177910000,Oxysterol-binding protein-related protein 5
O15389,SIGLEC5,69117000,44266000,9089800,21772000,45536000,22887000,26802000,,1126700000,23203000,22545000,Sialic acid-binding Ig-like lectin 5
Q9HC62-2,SENP2,,,,,,22902000,,,,,,Sentrin-specific protease 2
X5D289,ACP6,39990000,,28267000,75657000,37445000,22908000,5854500,41728000,27869000,,89478000,Lysophosphatidic acid phosphatase type 6
Q9NQX7,ITM2C,148980000,29594000,585350000,23975500,,22949000,455340000,48207000,58113000,93982000,32498000,Integral membrane protein 2C
P16150,SPN,80847000,86462500,20251000,49927500,73430000,23022000,21715000,,486210000,24629000,,Leukosialin
Q9NUD5,ZCCHC3,2097100000,46262000,57646000,32295000,49014000,23138500,10047800,51746000,29631000,32528000,63015000,Zinc finger CCHC domain-containing protein 3
Q00973,B4GALNT1,,,14877000,,,23208500,15885000,22595000,,,31044000,"Beta-1,4 N-acetylgalactosaminyltransferase 1"
P56705-2,WNT4,39213000,89710500,21917000,55108000,43561000,23219000,28832500,,30889000,37881500,21707000,Protein Wnt-4
Q8NBW4-2,SLC38A9,37472000,31929500,28404000,15166500,26471000,23229000,64240000,,,131330000,19272000,Sodium-coupled neutral amino acid transporter 9
P58107,EPPK1,139630000,62538000,,33220000,31324000,23285500,58968000,,,,25405000,Epiplakin
Q8IVF7,FMNL3,100950000,109191500,366620000,98700500,106913500,23299000,225750000,377270000,95573000,324800000,976630000,Formin-like protein 3
H0YDV5,MYCT1,,47436000,,30328000,23443000,23319000,73192000,17415000,32837500,347390000,21529000,Myc target protein 1
