MouseGeneID,HumanOrthologGeneID,Symbol,Synonyms,Description,MitoCarta3.0_List,MitoCarta3.0_Evidence,MitoCarta3.0_SubMitoLocalization,MitoCarta3.0_MitoPathways,TrainingDataset,MitoCarta2.0_Score,MitoCarta2.0_FDR,MitoCarta2.0_List,MitoCarta2.0_Evidence,EnsemblGeneID,UniProt,ProteinLength,TargetP_Score,MitoDomain_Score,CoexpressionGnfN50_Score,PGC_Induction_Score,YeastMitoHomolog_Score,RickettsiaHomolog_Score,MSMS_Score,mm10_Chromosome,mm10_Start,mm10_Stop,MSMS_NUM_TISSUES,MSMS_NUM_PEPTIDES_UNIQUE,MSMS_NUM_SPECTRA,MSMS_TOTAL_INTENSITY,MSMS_PERCENT_COVERAGE,Tissues,cerebrum_total_peak_intensity_log10,cerebellum_total_peak_intensity_log10,brainstem_total_peak_intensity_log10,spinalcord_total_peak_intensity_log10,kidney_total_peak_intensity_log10,liver_total_peak_intensity_log10,heart_total_peak_intensity_log10,skeletalmuscle_total_peak_intensity_log10,adipose_total_peak_intensity_log10,smallintestine_total_peak_intensity_log10,largeintestine_total_peak_intensity_log10,stomach_total_peak_intensity_log10,placenta_total_peak_intensity_log10,testis_total_peak_intensity_log10,HPA_Main_Location_2020 (Reliability)
17713,80273,Grpel1,AA408748|mt-GrpE|mt-GrpE#1|mt-Grpel1,"GrpE-like 1, mitochondrial",MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",Matrix,"Protein import, sorting and homeostasis > Protein import and sorting > Import motor | Metabolism > Metals and cofactors > Fe-S cluster biosynthesis",Tmito,37.799,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000029198,Q99LP6,217,1,MitoDomain,43,1.53,HomologMitoLowConf,Homolog,50-75pure,chr5,36465184,36474077,14,24,495,3.14E+10,74,all 14,9.4,9.2,9.3,9,9.6,9.6,9.2,8,9.3,9.3,9.2,9,9.8,9.1,Mitochondria (Supported)
70456,25874,Mpc2,0610006C01Rik|2010002I07Rik|2610205H19Rik|AA108335|Brp|Brp44|ESTM4|ESTM43,mitochondrial pyruvate carrier 2,MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,Metabolism > Carbohydrate metabolism > Gluconeogenesis | Metabolism > Carbohydrate metabolism > Pyruvate metabolism | Metabolism > Carbohydrate metabolism > TCA-associated | Small molecule transport,Tmito,37.6795,0,1,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000026568,Q9D023,127,5,MitoDomain,41,3.21,OrthologMitoHighConf,NoHomolog,75-100pure,chr1,165461207,165481214,14,11,1602,8.40E+10,82,all 14,9.6,9.5,9.8,9.4,10.4,10,9.5,9.6,9.6,9.5,9.3,9.5,9.3,10,
66152,29796,Uqcr10,1110020P15Rik|AA960494|Ucrc,"ubiquinol-cytochrome c reductase, complex III subunit X",MitoCarta3.0,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits,Tmito,37.6795,0,1,"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000059534,Q8R1I1,64,5,MitoDomain,49,2.3,OrthologMitoHighConf,NoHomolog,75-100pure,chr11,4701967,4704344,14,12,449,2.67E+10,98,all 14,9.8,9.5,9.6,8.2,9.3,9.2,8.6,8.7,8.9,9.5,7,9,9,9.3,
230027,51805,Coq3,4732433J24|C77934,coenzyme Q3 methyltransferase,MitoCarta3.0,"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS+",MIM,Metabolism > Metals and cofactors > Coenzyme Q metabolism,Tmito,37.5864,0,1,"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression+, MS/MS+",ENSMUSG00000028247,Q8BMS4,370,1,MitoDomain,35,0.57,OrthologMitoHighConf,Homolog,25-50pure,chr4,21879674,21912126,13,14,138,2.34E+09,41,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7.6,7.6,8.2,,8.1,8.9,7.5,8.7,8.2,8.3,7.3,7.8,8.2,Mitochondria;Nucleoplasm (Approved)
67126,514,Atp5e,2410043G19Rik|ATPE|AV000645|Atp5f1e,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,37.4638,0,1,"literature, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000016252,P56382,52,4,MitoDomain,47,0.54,OrthologMitoHighConf,NoHomolog,75-100pure,chr2,174461074,174464101,14,13,205,1.65E+10,85,all 14,9.3,9,9,7.8,9.5,9.1,8.7,8.7,8.9,9.5,6.8,9.2,8.1,9.1,
18674,5250,Slc25a3,5730556H19Rik|PTP|Ph|Phc,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,Metabolism > Metals and cofactors > Copper metabolism | Signaling > Calcium homeostasis > Calcium cycle | Small molecule transport > SLC25A family,Tmito,37.4638,0,1,"literature, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000061904,Q8VEM8,357,4,MitoDomain,50,1.22,OrthologMitoHighConf,NoHomolog,75-100pure,chr10,91116577,91123963,14,31,5280,4.91E+11,76,all 14,10.6,10.3,10.8,10.6,10.6,10.2,10.7,10,10.4,10.7,10.4,10.5,10.7,10.4,Mitochondria (Supported)
94065,64981,Mrpl34,0610007O17Rik|D8Bwg1484e,mitochondrial ribosomal protein L34,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,37.4581,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS",ENSMUSG00000034880,Q99N91,92,1,SharedDomain,47,1.75,OrthologMitoHighConf,Ortholog,25-50ambig,chr8,71464925,71465753,13,5,62,6.41E+08,27,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.8,7.5,7.5,6.9,7.3,7.7,7,,7.6,8,8.1,7.1,7.9,7.9,
66407,64960,Mrps15,1500003E24Rik|2410002B11Rik|Mprs15,mitochondrial ribosomal protein S15,MitoCarta3.0,"literature, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,37.1567,0,1,"literature, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",ENSMUSG00000028861,Q9DC71,258,1,SharedDomain,45,,OrthologMitoHighConf,Ortholog,50-75pure,chr4,126046927,126055536,14,18,157,2.40E+09,55,all 14,8.4,8.2,8.4,8,7.7,8.6,7.6,6.9,8.1,8.2,8.5,7.8,8.6,7.6,Mitochondria (Supported)
66052,6391,Sdhc,0610010E03Rik|AI316496|AU019277,"succinate dehydrogenase complex, subunit C, integral membrane protein",MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+",MIM,OXPHOS > Complex II > CII subunits | Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Metals and cofactors > Heme-containing proteins | OXPHOS > OXPHOS subunits,Tmito,36.4758,0,1,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS+",ENSMUSG00000058076,Q9CZB0,169,2,SharedDomain,47,1.32,OrthologMitoHighConf,Ortholog,25-50pure,chr1,171129156,171150603,14,6,741,2.68E+10,39,all 14,9.2,9.1,9.3,8.6,9.6,9.4,9.2,9.3,9.1,9.5,9,8.9,9.3,9.4,
11947,506,Atp5b,Atp5f1b,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit",MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,36.4532,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",ENSMUSG00000025393,P56480,529,1,SharedDomain,49,,OrthologMitoHighConf,Homolog,75-100pure,chr10,128083306,128090388,14,39,17053,2.40E+12,86,all 14,11.2,10.9,11.1,11,11.4,11,11.6,11.2,11.2,11.5,11.1,11.4,11.2,10.7,Mitochondria (Enhanced)
64656,51649,Mrps23,D11Bwg1153e|MRP-S23|Rpm|Rpms23|S23mt,mitochondrial ribosomal protein S23,MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,36.4253,0,1,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000023723,Q8VE22,177,5,MitoDomain,45,1.37,OrthologMitoHighConf,NoHomolog,75-100pure,chr11,88204417,88211507,14,14,212,5.38E+09,75,all 14,8.7,8.5,8.7,8.4,8.5,8.5,8,7.6,8.7,8.5,9.2,8.1,8.7,8.3,Mitochondria (Supported)
110842,2108,Etfa,2010200I21Rik|D9Ertd394|D9Ertd394e,"electron transferring flavoprotein, alpha polypeptide",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",Matrix,"Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other",Tmito,36.4201,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000032314,Q99LC5,333,2,SharedDomain,40,1.54,OrthologMitoHighConf,NoHomolog,75-100pure,chr9,55454435,55512243,14,31,2985,4.19E+11,82,all 14,9.7,9.3,9.9,9.9,10.8,10.7,11,9.6,10.8,10.4,10.5,10.3,10.5,10.1,Mitochondria (Enhanced)
14194,2271,Fh1,Fh|Fh-1|fuma,fumarate hydratase 1,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle,Tmito,36.4148,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000026526,P97807,507,1,SharedDomain,47,1.71,HomologMitoHighConf,Homolog,75-100pure,chr1,175601377,175625635,14,42,2540,1.69E+11,80,all 14,9.7,9,9.7,9.7,10.4,9.5,10.5,10,10.1,10.4,9.9,10.2,10.2,9.5,Mitochondria (Enhanced)
218506,23107,Mrps27,2610028H14Rik,mitochondrial ribosomal protein S27,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression+, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,36.1473,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression+, MS/MS++",ENSMUSG00000041632,Q8BK72,415,2,MitoDomain,32,1.87,OrthologMitoHighConf,NoHomolog,50-75pure,chr13,99344785,99415561,13,23,128,2.90E+09,54,"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.9,7.3,7.4,8,8.3,7.8,,7.7,8.4,8.8,8.7,8.3,8.8,8.3,Mitochondria;Nucleoplasm (Approved)
69046,81689,Isca1,1810010A06Rik|Hbld|Hbld2,iron-sulfur cluster assembly 1,MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",Matrix,Metabolism > Metals and cofactors > Fe-S cluster biosynthesis | Metabolism > Metals and cofactors > Fe-S-containing proteins,Tmito,36.1215,0,1,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",ENSMUSG00000044792,Q9D924,129,2,MitoDomain,NA,1.55,OrthologMitoHighConf,Ortholog,75-100pure,chr13,59755414,59769789,13,13,117,3.28E+09,83,"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.8,8.5,8.6,8.5,,7.5,7.7,7.3,8,7.9,7.9,7.7,8.8,8.8,
67834,3419,Idh3a,1110003P10Rik|1500012E04Rik|AA407078|AI316514,isocitrate dehydrogenase 3 (NAD+) alpha,MitoCarta3.0,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle,Tmito,36.0312,0,1,"APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000032279,Q9D6R2,366,3,SharedDomain,40,2.98,OrthologMitoHighConf,Homolog,50-75pure,chr9,54586510,54604662,14,43,3341,3.57E+11,70,all 14,10.6,10.3,10.8,10.3,10.5,9.4,10.6,10.5,10.5,10.3,10.2,9.9,10.3,9.9,Mitochondria (Enhanced)
227197,4719,Ndufs1,5830412M15Rik|9930026A05Rik,NADH:ubiquinone oxidoreductase core subunit S1,MitoCarta3.0,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex I > CI subunits | Metabolism > Metals and cofactors > Fe-S-containing proteins | OXPHOS > OXPHOS subunits,Tmito,35.8677,0,1,"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000025968,Q91VD9,727,3,MitoDomain,47,1.65,NoMitoHomolog,Ortholog,75-100pure,chr1,63143591,63176822,14,61,6001,4.88E+11,81,all 14,10.7,10.5,10.7,10.6,10.9,10.1,10.6,10.7,10.4,10.5,10.4,10.5,10.2,9.9,Mitochondria (Supported)
11992,549,Auh,C77140|W91705,AU RNA binding protein/enoyl-coenzyme A hydratase,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism,Tmito,35.736,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000021460,Q9JLZ3,314,2,SharedDomain,43,1.01,OrthologMitoLowConf,Homolog,75-100pure,chr13,52835109,52929677,14,28,678,3.62E+10,76,all 14,9.7,9.4,9.9,9.9,9.2,9.2,9.2,8,9.5,8.7,8.4,9.3,9.1,9,
69597,10939,Afg3l2,2310036I02Rik|AW260507|Emv6|Emv66|par,AFG3-like AAA ATPase 2,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Tmito,35.712,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000024527,Q8JZQ2,802,2,MitoDomain,44,1.56,HomologMitoLowConf,Homolog,50-75pure,chr18,67404763,67449136,14,75,1472,3.76E+10,72,all 14,9.5,9.6,9.5,9.3,9.8,9.2,8.9,8.9,9.5,9.4,9.7,9,9.3,9.4,Mitochondria (Supported)
66865,23203,Pmpca,1200002L24Rik|4933435E07Rik|Alp|Alpha-MPP|IN|P-55,peptidase (mitochondrial processing) alpha,MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++",Matrix,"Protein import, sorting and homeostasis > Protein import and sorting > Preprotein cleavage | Protein import, sorting and homeostasis > Protein homeostasis > Proteases",Tmito,35.6796,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression, MS/MS++",ENSMUSG00000026926,Q9DC61,524,1,MitoDomain,27,-0.55,OrthologMitoHighConf,Homolog,50-75pure,chr2,26389347,26397121,14,31,576,1.60E+10,66,all 14,8.5,8.2,8.2,8.5,9.2,8.4,8.4,8.4,9.4,9.1,8.9,8.7,9.8,9.3,Mitochondria (Enhanced)
69802,1353,Cox11,2010004I09Rik,"cytochrome c oxidase assembly protein 11, copper chaperone",MitoCarta3.0,"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Copper metabolism | OXPHOS > OXPHOS assembly factors,Tmito,35.3696,0,1,"literature, APEX_IMS, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression, MS/MS",ENSMUSG00000020544,Q6P8I6,275,2,MitoDomain,27,1.38,OrthologMitoHighConf,Ortholog,50-75ambig,chr11,90638183,90645977,6,8,24,8.66E+07,50,"cerebrum, cerebellum, spinalcord, skeletalmuscle, largeintestine, placenta",7.2,7.3,,7.2,,,,5.9,,,7.2,,7.3,,
20916,8803,Sucla2,4930547K18Rik|A-SCS|SCS-betaA,"succinate-Coenzyme A ligase, ADP-forming, beta subunit",MitoCarta3.0,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",Matrix,Metabolism > Carbohydrate metabolism > TCA cycle | Metabolism > Carbohydrate metabolism > Itaconate metabolism | Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing,Tmito,35.2673,0,1,"literature, APEX_matrix, targetP signal+, yeast mito homolog+, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++",ENSMUSG00000022110,Q9Z2I9,463,1,SharedDomain,39,2.1,OrthologMitoLowConf,Homolog,75-100pure,chr14,73552785,73596142,14,43,2385,1.45E+11,78,all 14,9.9,9.4,10,9.9,9.9,9.8,10.4,10,9.8,10.3,9.7,9.9,9.8,10.4,Mitochondria (Enhanced)
102436,23395,Lars2,AI035546|Kiaa0028|LEURS,"leucyl-tRNA synthetase, mitochondrial",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > mt-tRNA synthetases,Tmito,35.0697,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS++",ENSMUSG00000035202,Q8VDC0,902,2,SharedDomain,42,,OrthologMitoHighConf,Ortholog,50-75pure,chr9,123366939,123462664,14,52,359,6.97E+09,60,all 14,8.8,8.7,8.6,7.6,9.4,7.8,8,8.7,8.8,6.7,9,8.2,8.5,8.6,Mitochondria (Supported)
28080,539,Atp5o,ATPO|Atp5po|D12Wsu28|D12Wsu28e|OSCP,"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit",MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",MIM,OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits,Tmito,34.8673,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, MS/MS++",ENSMUSG00000022956,Q9DB20,213,2,MitoDomain,NA,1.34,OrthologMitoHighConf,Ortholog,75-100pure,chr16,91925222,91931630,14,34,2965,7.14E+11,85,all 14,10.9,10.8,11,10.6,10.8,10.7,10.9,10.2,10.5,10.7,10.7,10.6,10.5,10.2,Mitochondria (Enhanced)
67308,26589,Mrpl46,3110052F15Rik|C15orf4|C80107|LIEC|LIECG2|P2E|P2ECSL,mitochondrial ribosomal protein L46,MitoCarta3.0,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",Matrix,Mitochondrial central dogma > Translation > Mitochondrial ribosome,Tmito,34.7936,0,1,"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++",ENSMUSG00000030612,Q9EQI8,283,2,SharedDomain,41,3.04,OrthologMitoHighConf,NoHomolog,50-75pure,chr7,78775340,78783089,11,16,133,2.49E+09,52,"cerebrum, cerebellum, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, placenta, testis",7.9,7.4,,8,8.2,8.4,7.6,,8.2,8.3,8.4,,8.9,8.5,Mitochondria (Supported)
226139,1355,Cox15,2900026G05Rik,cytochrome c oxidase assembly protein 15,MitoCarta3.0,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression++, MS/MS",MIM,OXPHOS > Complex IV > CIV assembly factors | Metabolism > Metals and cofactors > Heme synthesis and processing | OXPHOS > OXPHOS assembly factors,Tmito,34.661,0,1,"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain+, coexpression++, MS/MS",ENSMUSG00000040018,Q8BJ03,413,2,MitoDomain,41,,OrthologMitoHighConf,Ortholog,0-25pure,chr19,43733253,43753000,11,9,111,1.19E+09,24,"cerebrum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis",7.6,,7.6,7.2,7.9,7.8,,,7.7,7.9,8.2,7.8,8.7,8.1,Mitochondria (Supported)
67044,192286,Higd2a,2010110M21Rik|AA690237,"HIG1 domain family, member 2A",MitoCarta3.0,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > OXPHOS assembly factors | OXPHOS > Respirasome assembly,Tmito,34.6159,0,1,"APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000025868,Q9CQJ1,106,,MitoDomain,42,0.99,OrthologMitoHighConf,NoHomolog,75-100pure,chr13,54590230,54591147,14,8,212,3.29E+09,91,all 14,8.6,8.6,8.1,8.2,8.5,7.7,8,7.6,7.6,8,9,8.5,8.1,7.5,Mitochondria (Supported)
66576,7388,Uqcrh,2210416J04Rik|2310021J10Rik|2610041P16Rik,ubiquinol-cytochrome c reductase hinge protein,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,OXPHOS > Complex III > CIII subunits | OXPHOS > OXPHOS subunits,Tmito,34.6159,0,1,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000063882,P99028,89,,MitoDomain,43,0.94,OrthologMitoHighConf,NoHomolog,75-100pure,chr4,116066964,116075070,14,13,390,4.03E+10,87,all 14,9.4,9.3,9.6,9.2,8.7,9.3,9.5,9.1,9.6,9.9,9.7,9.4,9.2,9.4,
66841,2110,Etfdh,0610010I20Rik|AV001013,"electron transferring flavoprotein, dehydrogenase",MitoCarta3.0,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,"Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Amino acid metabolism > Branched-chain amino acid metabolism | Metabolism > Amino acid metabolism > Lysine metabolism | Metabolism > Amino acid metabolism > Glycine metabolism | Metabolism > Metals and cofactors > Fe-S-containing proteins | Metabolism > Vitamin metabolism > Choline and betaine metabolism | Metabolism > Electron carriers > Q-linked reactions, other",Tmito,34.2436,0,1,"literature, APEX_matrix, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000027809,Q921G7,616,,MitoDomain,40,2.68,OrthologMitoHighConf,NoHomolog,50-75pure,chr3,79603787,79628767,14,47,1837,1.63E+11,60,all 14,9.5,9,9.5,9.4,10.4,10.5,10.5,10,10.1,10.1,9.9,10,9.8,9.9,
30059,26519,Timm10,Tim1|Tim13|Timm1|Timm13a,translocase of inner mitochondrial membrane 10,MitoCarta3.0,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",MIM,"Protein import, sorting and homeostasis > Protein homeostasis > Chaperones | Protein import, sorting and homeostasis > Protein import and sorting",Tmito,34.2436,0,1,"literature, APEX_IMS, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++",ENSMUSG00000027076,P62073,90,,MitoDomain,47,2.88,OrthologMitoHighConf,NoHomolog,50-75pure,chr2,84827020,84830213,12,11,134,2.69E+09,70,"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis",8.7,8.5,8.3,8,,8.3,,6.7,8.5,8.7,8.3,7.7,8.2,8.2,Mitochondria (Enhanced)
