Gene names,m1_1_LFQ,m2_1_LFQ,m3_1_LFQ,m4_1_LFQ,m5_1_LFQ,m1_2_LFQ,m2_2_LFQ,m3_2_LFQ,m4_2_LFQ,m5_2_LFQ,m1_3_LFQ,m2_3_LFQ,m3_3_LFQ,m4_3_LFQ,m5_3_LFQ,m1_4_LFQ,m2_4_LFQ,m3_4_LFQ,m4_4_LFQ,m5_4_LFQ,m1_5_LFQ,m2_5_LFQ,m3_5_LFQ,m4_5_LFQ,m5_5_LFQ,m1_6_LFQ,m2_6_LFQ,m3_6_LFQ,m4_6_LFQ,m5_6_LFQ,m1_7_LFQ,m2_7_LFQ,m3_7_LFQ,m4_7_LFQ,m5_7_LFQ,m1_8_LFQ,m2_8_LFQ,m3_8_LFQ,m4_8_LFQ,m5_8_LFQ,Q-value,Score,Sequence coverage [%],Razor + unique peptides,MS/MS Count,Razor + unique peptides m1_1,Razor + unique peptides m2_1,Razor + unique peptides m3_1,Razor + unique peptides m4_1,Razor + unique peptides m5_1,Razor + unique peptides m1_2,Razor + unique peptides m2_2,Razor + unique peptides m3_2,Razor + unique peptides m4_2,Razor + unique peptides m5_2,Razor + unique peptides m1_3,Razor + unique peptides m2_3,Razor + unique peptides m3_3,Razor + unique peptides m4_3,Razor + unique peptides m5_3,Razor + unique peptides m1_4,Razor + unique peptides m2_4,Razor + unique peptides m3_4,Razor + unique peptides m4_4,Razor + unique peptides m5_4,Razor + unique peptides m1_5,Razor + unique peptides m2_5,Razor + unique peptides m3_5,Razor + unique peptides m4_5,Razor + unique peptides m5_5,Razor + unique peptides m1_6,Razor + unique peptides m2_6,Razor + unique peptides m3_6,Razor + unique peptides m4_6,Razor + unique peptides m5_6,Razor + unique peptides m1_7,Razor + unique peptides m2_7,Razor + unique peptides m3_7,Razor + unique peptides m4_7,Razor + unique peptides m5_7,Razor + unique peptides m1_8,Razor + unique peptides m2_8,Razor + unique peptides m3_8,Razor + unique peptides m4_8,Razor + unique peptides m5_8,MS/MS Count m1_1,MS/MS Count m2_1,MS/MS Count m3_1,MS/MS Count m4_1,MS/MS Count m5_1,MS/MS Count m1_2,MS/MS Count m2_2,MS/MS Count m3_2,MS/MS Count m4_2,MS/MS Count m5_2,MS/MS Count m1_3,MS/MS Count m2_3,MS/MS Count m3_3,MS/MS Count m4_3,MS/MS Count m5_3,MS/MS Count m1_4,MS/MS Count m2_4,MS/MS Count m3_4,MS/MS Count m4_4,MS/MS Count m5_4,MS/MS Count m1_5,MS/MS Count m2_5,MS/MS Count m3_5,MS/MS Count m4_5,MS/MS Count m5_5,MS/MS Count m1_6,MS/MS Count m2_6,MS/MS Count m3_6,MS/MS Count m4_6,MS/MS Count m5_6,MS/MS Count m1_7,MS/MS Count m2_7,MS/MS Count m3_7,MS/MS Count m4_7,MS/MS Count m5_7,MS/MS Count m1_8,MS/MS Count m2_8,MS/MS Count m3_8,MS/MS Count m4_8,MS/MS Count m5_8,Protein IDs,Majority protein IDs,Protein names,Gene names,GOBP slim name,GOCC slim name,KEGG name,Fasta headers,,,,,,,,,,,,,,,,,,,,
Fads1,27.17112,28.1822,27.70345,28.14657,28.36052,27.73963,28.18513,27.75926,28.30813,28.19272,28.16461,28.15219,27.48815,28.05232,28.17079,27.93714,28.31687,27.78675,28.05569,28.14637,28.2744,28.93843,28.61006,28.57192,28.55691,28.70695,28.7212,28.58663,28.63298,28.65191,28.54256,28.74282,28.45352,28.67681,28.38887,28.28811,28.57586,28.71201,28.6327,28.39379,0,53.919,29.3,11,445,4,7,6,9,10,9,8,6,7,9,7,7,5,9,7,7,8,6,7,9,8,8,9,9,7,9,8,10,10,9,9,9,9,10,8,6,8,5,8,8,3,9,6,12,17,7,13,6,11,10,9,12,3,12,9,6,10,8,8,11,13,11,14,18,12,16,14,15,14,13,15,15,12,16,12,7,14,10,13,9,Q920L1,Q920L1,Fatty acid desaturase 1,Fads1,aging;biosynthetic process;cell communication;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;developmental process;generation of precursor metabolites and energy;lipid metabolic process;metabolic process;organic acid metabolic process;primary metabolic process;response to chemical stimulus;response to endogenous stimulus;response to external stimulus;response to extracellular stimulus;response to starvation;response to stimulus;response to stress;small molecule metabolic process,cell part;intracellular membrane-bounded organelle;intracellular organelle;membrane;nucleus;organelle,Biosynthesis of unsaturated fatty acids,>sp|Q920L1|FADS1_MOUSE Fatty acid desaturase 1 OS=Mus musculus GN=Fads1 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fads2,28.70942,28.97916,28.3585,28.87082,28.7649,28.59733,29.234,28.55215,29.11451,28.78594,28.53471,28.93072,28.47839,28.56649,28.8044,28.72777,29.14458,28.56518,28.73593,28.90234,29.14248,29.97787,29.28932,29.36152,29.20044,29.38059,29.62192,29.29901,29.39327,29.162,29.14146,29.48679,29.01001,29.33813,29.18023,29.6489,29.35531,29.65882,29.29242,29.11709,0,46.02,30,14,736,8,11,8,9,10,9,8,8,6,12,9,11,8,9,10,10,10,10,11,11,11,11,12,10,10,11,13,12,13,11,11,10,12,11,10,9,11,8,12,12,15,18,18,19,16,11,16,12,11,18,15,21,13,18,19,17,16,15,15,12,21,21,22,21,12,20,28,25,24,20,19,24,25,22,20,18,23,19,21,16,Q9Z0R9,Q9Z0R9,Fatty acid desaturase 2,Fads2,biosynthetic process;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;generation of precursor metabolites and energy;lipid metabolic process;metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,cell part;membrane,alpha-Linolenic acid metabolism;Biosynthesis of unsaturated fatty acids;PPAR signaling pathway,>sp|Q9Z0R9|FADS2_MOUSE Fatty acid desaturase 2 OS=Mus musculus GN=Fads2 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Faf2,28.62471,28.65373,28.40738,29.01273,28.74275,28.55468,28.40211,28.56082,28.76481,28.67556,28.69109,28.5891,28.51371,29.00659,28.65434,28.62209,28.82226,28.48666,28.70045,28.50718,28.38546,28.85813,28.52264,28.7292,28.24522,28.56307,28.85647,28.5969,28.57975,28.38521,27.76338,28.35422,28.29824,28.77875,28.16101,28.6799,28.14292,28.56264,28.53812,27.67492,0,97.881,50.6,16,304,10,8,8,12,9,11,7,9,6,10,12,10,10,12,8,10,6,9,10,7,11,6,7,11,8,4,10,11,9,4,6,11,9,8,7,5,10,4,9,5,10,7,5,13,7,11,8,7,7,8,14,7,6,17,6,9,7,7,9,4,9,5,5,11,5,5,9,11,9,4,4,9,12,7,3,3,12,3,7,2,Q3TDN2;D3Z2H4;D3YUP4;D6RE51;D3Z4G9,Q3TDN2;D3Z2H4,FAS-associated factor 2,Faf2,response to chemical stimulus;response to stimulus;response to stress,cell part;lipid particle;macromolecular complex;protein complex,,>sp|Q3TDN2|FAF2_MOUSE FAS-associated factor 2 OS=Mus musculus GN=Faf2 PE=1 SV=2;>tr|D3Z2H4|D3Z2H4_MOUSE FAS-associated factor 2 (Fragment) OS=Mus musculus GN=Faf2 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fah,33.77215,33.62593,34.10922,32.64935,33.37373,33.41513,33.71957,33.89012,33.25265,33.15249,33.38792,33.49023,34.03985,33.17595,33.11169,33.35324,33.23006,34.21863,33.12432,33.34427,33.12666,32.22084,33.65063,32.72399,33.44147,33.03169,33.2419,33.81192,33.14777,33.43738,33.31487,33.62418,34.14703,33.07449,33.70089,33.09221,33.98397,33.75334,33.13564,33.58788,0,323.31,81.4,23,4253,20,20,22,20,20,21,21,20,21,20,21,20,22,21,22,20,21,21,20,20,21,18,22,18,20,21,22,21,21,20,19,20,22,21,21,21,21,22,20,21,123,124,139,85,95,122,116,132,100,99,99,112,147,96,99,104,104,146,99,91,83,53,112,75,101,87,96,120,89,110,110,117,142,87,115,74,126,119,96,109,P35505;D3Z2R9,P35505,Fumarylacetoacetase,Fah,amine metabolic process;catabolic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular ketone metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;metabolic process;nitrogen compound metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,,Styrene degradation;Tyrosine metabolism,>sp|P35505|FAAA_MOUSE Fumarylacetoacetase OS=Mus musculus GN=Fah PE=1 SV=2,,,,,,,,,,,,,,,,,,,,
Fahd1,30.15726,29.81549,29.45562,30.13112,29.85712,30.13822,30.00959,29.8888,30.28251,30.03918,30.48472,29.95102,29.72618,29.93058,30.02155,30.41125,30.35658,29.70947,29.97323,30.13773,30.56883,31.04811,30.45091,30.68596,30.31732,30.55947,30.66102,30.32999,30.50294,30.31808,30.46782,30.33063,30.38227,30.48788,30.28681,30.93037,30.25564,30.42051,30.70652,30.30954,0,250.38,64.8,12,1148,9,11,10,12,12,11,9,10,9,11,11,10,11,11,11,10,11,10,10,10,10,11,9,11,11,10,11,12,10,10,11,11,12,10,11,10,11,9,9,10,23,23,24,23,27,27,25,24,24,27,32,22,26,28,31,33,30,23,28,28,31,38,32,36,26,29,35,33,33,33,34,39,29,30,27,28,26,28,28,25,Q8R0F8,Q8R0F8,"Acylpyruvase FAHD1, mitochondrial",Fahd1,,cell part;cytosol;membrane,,">sp|Q8R0F8|FAHD1_MOUSE Acylpyruvase FAHD1, mitochondrial OS=Mus musculus GN=Fahd1 PE=1 SV=2",,,,,,,,,,,,,,,,,,,,
Fahd2,29.59655,29.48412,28.87608,29.76148,29.42198,29.69835,29.70094,29.21252,30.01252,29.51235,29.90584,29.44904,29.19641,29.66133,29.44624,29.7491,29.62648,29.09353,29.70322,29.43793,29.79253,30.23055,29.56211,29.93396,29.49129,29.84813,29.85613,29.40373,29.7446,29.51104,29.62176,29.32219,29.28498,29.63282,29.50624,30.14041,29.26977,29.61071,29.67282,29.33206,0,183.81,64.9,13,1037,11,10,10,10,11,11,11,10,10,11,10,9,9,9,11,11,10,10,10,11,11,11,10,11,10,10,12,10,11,10,10,10,10,11,11,10,10,10,11,11,27,21,16,28,25,29,22,17,25,34,31,19,21,28,29,30,24,20,30,26,30,33,30,27,22,30,37,26,26,25,33,25,30,29,22,21,22,19,26,22,A0A0R4J094;Q3TC72,A0A0R4J094;Q3TC72,Fumarylacetoacetate hydrolase domain-containing protein 2A,Fahd2,,cell part;intracellular membrane-bounded organelle;intracellular organelle;mitochondrion;organelle,,>tr|A0A0R4J094|A0A0R4J094_MOUSE Fumarylacetoacetate hydrolase domain-containing 2A OS=Mus musculus GN=Fahd2a PE=1 SV=1;>sp|Q3TC72|FAHD2_MOUSE Fumarylacetoacetate hydrolase domain-containing protein 2A OS=Mus musculus GN=Fahd2 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam114a1,23.73407,23.59298,23.92687,18,18,23.34408,23.75573,18,23.25364,23.9581,23.68378,18,24.01691,18,18,18,18,23.6289,18,18,18,18,23.63123,18,18,24.08034,23.35998,23.94682,23.79501,23.51328,24.09812,23.884,24.32196,23.56941,23.93589,24.03381,24.10981,24.6279,18,23.80193,0,7.4942,12.7,5,26,1,1,2,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2,2,1,1,1,2,4,1,2,1,3,2,1,1,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,5,1,2,0,3,1,1,1,Q9D281;D3Z2J2,Q9D281,Protein Noxp20,Fam114a1,,cell part;cytoplasm,,>sp|Q9D281|NXP20_MOUSE Protein Noxp20 OS=Mus musculus GN=Fam114a1 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam114a2,24.1495,24.20903,24.24677,23.57242,23.53362,23.82464,18,23.9955,24.27675,23.56058,18,18,24.37059,23.56953,23.40328,18,23.90876,24.64174,24.3232,23.67713,23.17223,18,24.51689,18,18,18,18,24.21571,18,24.75705,24.75557,23.40354,24.37822,18,24.06143,18,24.28722,24.83711,18,18,0.0034932,2.7787,6.2,2,15,2,2,1,1,2,2,0,1,1,2,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,2,2,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,0,0,Q8VE88,Q8VE88,Protein FAM114A2,Fam114a2,,,,>sp|Q8VE88|F1142_MOUSE Protein FAM114A2 OS=Mus musculus GN=Fam114a2 PE=1 SV=2,,,,,,,,,,,,,,,,,,,,
FAM120A,27.86791,28.41099,28.45901,28.57265,28.36986,28.0277,28.0426,28.38907,28.33108,28.64458,27.96708,28.25296,28.23311,28.40133,28.39538,28.14652,28.19286,28.13678,28.54222,28.41639,28.22104,26.76421,28.3724,28.19662,28.58251,28.21683,28.22578,28.37049,28.24717,28.56253,28.42642,28.49412,28.59541,28.59776,28.65044,27.78594,28.5023,28.42698,28.59278,28.53875,0,64.776,33.9,29,480,14,15,15,15,16,11,9,18,11,16,16,13,16,16,16,13,15,13,19,13,15,7,17,14,15,15,16,18,15,21,17,17,20,18,18,12,21,15,13,18,10,11,10,8,17,7,5,15,12,13,9,10,12,19,13,8,7,12,11,8,9,2,11,11,17,12,8,15,10,19,13,17,24,15,20,4,16,15,13,12,Q6A0A9,Q6A0A9,Constitutive coactivator of PPAR-gamma-like protein 1,FAM120A,,cell part;cytoplasm;membrane;plasma membrane,,>sp|Q6A0A9|F120A_MOUSE Constitutive coactivator of PPAR-gamma-like protein 1 OS=Mus musculus GN=FAM120A PE=1 SV=2,,,,,,,,,,,,,,,,,,,,
Fam134c,25.07533,24.08367,25.08241,25.18306,24.61184,24.81255,18,24.67001,18,24.6633,24.21052,18,18,24.89652,23.3864,18,23.66112,18,24.58898,24.68282,23.32978,18,24.03187,18,18,18,23.75389,24.11521,18,18,18,18,18,18,24.01827,18,18,18,18,18,0,9.0413,8.4,3,34,3,1,1,1,2,2,0,1,1,2,2,1,1,3,1,1,1,0,2,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,2,1,2,0,2,2,1,1,2,1,5,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Q9CQV4,Q9CQV4,Protein FAM134C,Fam134c,,cell part,,>sp|Q9CQV4|RETR3_MOUSE Reticulophagy regulator 3 OS=Mus musculus GN=Retreg3 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam136a,29.87206,29.73546,29.43742,29.85384,29.76662,29.82872,29.54597,29.52346,29.58422,29.71309,30.12411,29.69169,29.42292,30.03144,29.6941,29.8801,29.63753,29.38055,29.73218,29.6725,29.86448,29.56404,29.37184,29.4449,29.52378,29.60641,29.60345,29.41788,29.38624,29.24052,29.49022,29.42882,29.65174,29.40728,29.26159,29.5626,29.55881,29.48612,29.30426,29.28339,0,104.12,76.8,11,512,8,7,10,10,8,9,6,10,8,10,10,8,9,9,8,9,9,9,10,9,10,8,10,9,7,9,8,10,9,10,9,9,9,9,8,7,7,6,9,8,18,10,15,20,16,13,10,15,11,11,23,13,14,20,14,15,13,14,14,12,17,9,16,12,9,9,11,15,11,9,9,12,17,12,9,11,8,7,8,10,Q9CR98;A0A0N4SWI4;A0A140T8T1,Q9CR98;A0A0N4SWI4,Protein FAM136A,Fam136a,,cell part;intracellular membrane-bounded organelle;intracellular organelle;mitochondrion;organelle,,>sp|Q9CR98|F136A_MOUSE Protein FAM136A OS=Mus musculus GN=Fam136a PE=1 SV=1;>tr|A0A0N4SWI4|A0A0N4SWI4_MOUSE Protein FAM136A OS=Mus musculus GN=Fam136a PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam162a,28.82299,28.8043,28.6139,29.16147,28.65301,29.1554,29.09152,28.78638,29.05157,28.91846,29.42526,29.09303,28.60208,29.14382,29.28434,29.23489,29.21995,28.53519,28.97755,29.17443,29.3677,29.72981,28.98961,29.23601,29.46067,29.49882,29.41526,29.08679,29.28105,29.36089,29.421,29.17193,28.98123,29.17973,29.24742,29.24207,28.96609,28.69222,29.14734,29.41852,0,34.37,43.9,9,536,9,8,6,9,8,7,6,8,6,9,8,6,4,9,9,8,7,9,8,8,8,7,7,8,7,8,9,7,8,6,8,8,8,9,6,5,8,5,8,9,23,14,7,15,11,14,11,11,15,8,18,13,10,17,16,13,10,12,12,16,20,15,14,13,11,13,15,17,14,13,11,12,15,14,14,10,13,9,12,15,Q9D6U8,Q9D6U8,Protein FAM162A,Fam162a,biological regulation;cell death;cellular process;death;regulation of organelle organization;response to chemical stimulus;response to stimulus;response to stress,cell part;intracellular membrane-bounded organelle;intracellular organelle;mitochondrion;organelle,,>sp|Q9D6U8|F162A_MOUSE Protein FAM162A OS=Mus musculus GN=Fam162a PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam210a,24.89324,25.01542,24.91274,25.16166,18,24.82498,24.9819,25.3688,25.02695,25.10053,25.48659,25.44903,24.51821,25.35622,25.36262,25.1027,25.06238,24.67853,25.62843,24.61156,18,25.02234,18,18,25.00213,25.27994,25.44654,25.15499,24.85837,24.25911,24.89458,18,24.50827,25.13665,24.96279,18,25.42826,24.89453,18,24.92854,0,4.7231,23.4,5,37,2,1,1,4,1,4,1,1,3,3,2,2,3,4,1,1,1,2,4,2,0,2,0,0,1,1,2,1,1,3,1,0,3,1,2,0,1,1,0,1,1,0,0,3,1,2,0,1,3,2,1,2,3,6,0,0,0,1,5,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Q8BGY7,Q8BGY7,Protein FAM210A,Fam210a,,cell part;intracellular membrane-bounded organelle;intracellular organelle;mitochondrion;organelle,,>sp|Q8BGY7|F210A_MOUSE Protein FAM210A OS=Mus musculus GN=Fam210a PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam210b,26.36798,25.57115,25.72746,25.70612,25.42889,25.98205,25.87919,25.65663,26.02263,25.6448,26.06792,25.81081,25.8072,25.89234,25.3838,25.83333,25.817,25.43857,25.55929,25.20307,25.39179,25.5327,25.25061,25.37842,25.13497,25.18907,25.69096,25.34635,25.39669,24.73712,25.11902,25.39947,25.25818,25.11319,24.70915,25.54995,25.20019,25.62101,25.50279,24.54734,0,8.7512,24.7,4,123,3,3,3,3,3,3,2,4,3,2,4,3,2,3,2,3,2,1,2,3,3,2,3,3,2,2,2,2,2,2,3,2,3,2,2,1,3,1,2,2,4,5,4,4,2,3,2,4,4,5,4,4,3,5,3,3,4,1,2,2,3,3,3,3,3,3,4,1,3,3,3,2,5,2,2,2,3,2,3,2,Q9D8B6,Q9D8B6,Protein FAM210B,Fam210b,,cell part,,">sp|Q9D8B6|F210B_MOUSE Protein FAM210B, mitochondrial OS=Mus musculus GN=Fam210b PE=1 SV=3",,,,,,,,,,,,,,,,,,,,
Fam213a,27.97054,27.90942,27.32834,28.31696,28.37671,28.02528,28.15764,27.52582,28.25692,28.43122,28.23201,27.98408,27.73499,28.27191,28.34198,28.03433,28.27209,27.6035,28.31661,28.47329,28.14161,28.62335,27.73137,28.55164,28.23768,28.1034,28.22057,27.73918,28.52201,28.49427,28.19474,28.128,27.68686,28.50313,28.42554,28.44774,27.91536,28.08917,28.53979,28.42122,0,23.917,44.1,12,593,8,8,5,9,9,9,8,8,8,11,9,7,8,10,11,8,7,6,10,11,10,7,7,9,9,9,10,7,10,10,8,9,9,9,9,6,9,6,9,9,12,11,5,15,17,17,13,11,14,20,15,12,12,23,18,14,12,7,19,20,14,14,9,17,16,12,19,13,20,17,11,18,16,21,20,10,19,9,14,17,Q3U125;Q9CYH2;D3Z252;D3YYG8;D3Z398;D3Z0A8;D3YWL4;D3Z143,Q3U125;Q9CYH2;D3Z252;D3YYG8;D3Z398,Redox-regulatory protein FAM213A,Fam213a,biological regulation;metabolic process,cell part;intracellular membrane-bounded organelle;intracellular organelle;mitochondrion;organelle,,>tr|Q3U125|Q3U125_MOUSE Redox-regulatory protein FAM213A OS=Mus musculus GN=Fam213a PE=1 SV=1;>sp|Q9CYH2|F213A_MOUSE Redox-regulatory protein FAM213A OS=Mus musculus GN=Fam213a PE=1 SV=2;>tr|D3Z252|D3Z252_MOUSE Redox-regulatory protein FAM213A (Fragment) O,,,,,,,,,,,,,,,,,,,,
Fam213b,24.62232,25.22074,25.20792,24.98546,24.80966,25.17649,25.17699,25.04352,24.82721,18,24.97937,24.9232,25.02821,24.70978,24.56366,25.5093,24.98516,24.6473,24.65157,18,26.02821,25.99736,25.56915,25.55245,25.01606,25.78611,25.94044,25.77002,25.75674,25.19505,25.87874,26.06999,26.10238,25.80956,25.31724,26.00937,25.98435,25.57934,25.69965,25.50382,0,7.0681,25.9,5,117,2,2,3,3,2,3,1,3,3,0,2,2,3,3,2,3,3,2,2,0,3,3,3,2,2,3,4,4,3,2,3,4,5,3,4,1,4,1,3,3,2,2,1,1,3,2,1,3,2,0,2,3,3,3,1,4,4,1,2,0,3,3,4,2,1,5,7,6,6,2,5,4,8,4,3,0,5,3,3,3,Q9DB60;B1AS14,Q9DB60;B1AS14,Prostamide/prostaglandin F synthase,Fam213b,biosynthetic process;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;lipid metabolic process;metabolic process;organic acid metabolic process;primary metabolic process;small molecule metabolic process,cell part;cytosol,,>sp|Q9DB60|PGFS_MOUSE Prostamide/prostaglandin F synthase OS=Mus musculus GN=Fam213b PE=1 SV=1;>tr|B1AS14|B1AS14_MOUSE Prostamide/prostaglandin F synthase (Fragment) OS=Mus musculus GN=Fam213b PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam25c,25.30494,26.06201,25.92517,18,25.57565,25.33412,26.10087,25.42746,25.56337,25.17912,25.00329,25.82486,25.68841,25.06143,24.49905,25.04689,25.33759,25.7752,25.22601,25.55728,23.84814,24.46532,24.96961,18,23.83335,18,24.22391,24.19242,18,23.5087,18,24.46295,24.14577,18,23.97858,18,24.62918,24.56459,18,23.59001,0,9.9394,53.9,3,85,2,1,1,0,2,2,1,2,3,2,2,3,2,1,1,1,1,2,1,2,1,1,2,0,1,0,1,2,0,2,0,1,2,0,1,0,1,1,0,1,5,4,5,0,2,3,5,6,3,3,5,5,4,1,1,2,6,5,2,3,1,0,2,0,1,0,0,2,0,0,0,2,2,0,0,0,3,1,0,1,Q8CF02,Q8CF02,Protein FAM25C,Fam25c,,,,>sp|Q8CF02|FM25C_MOUSE Protein FAM25C OS=Mus musculus GN=Fam25c PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam3c,18,24.40419,18,24.3644,24.55503,24.18435,18,18,23.18429,24.39093,24.61172,24.45463,24.07218,24.51785,24.64927,24.54174,24.61453,24.19242,24.17821,24.55555,18,24.84632,24.75761,25.91759,24.32944,18,24.88869,24.85771,25.27658,24.61487,18,24.94677,24.38555,25.35006,24.49917,18,25.16974,25.4768,24.92289,24.4023,0.0055728,2.4851,22.7,2,23,0,1,0,1,2,1,0,0,2,2,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,1,2,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,1,2,1,1,0,1,0,1,0,E9Q6F0;G3X9I1;G5E911;Q91VU0;E9Q8C5,E9Q6F0;G3X9I1;G5E911;Q91VU0;E9Q8C5,Protein FAM3C,Fam3c,developmental process;multicellular organismal development;multicellular organismal process,cell part;cytoplasmic membrane-bounded vesicle;extracellular region;Golgi apparatus;intracellular membrane-bounded organelle;intracellular organelle;organelle;vesicle,,">tr|E9Q6F0|E9Q6F0_MOUSE Protein FAM3C (Fragment) OS=Mus musculus GN=Fam3c PE=1 SV=1;>tr|G3X9I1|G3X9I1_MOUSE DNA segment, Chr 6, Wayne State University 176, expressed, isoform CRA_a OS=Mus musculus GN=Fam3c PE=1 SV=1;>tr|G5E911|G5E911_MOUSE DNA segment, Chr",,,,,,,,,,,,,,,,,,,,
Fam63a,26.06126,25.90021,26.42034,25.05631,25.33289,25.4768,26.14637,26.02526,25.80181,25.26331,25.54123,25.31544,25.76464,25.39696,25.67074,25.40649,25.39352,26.25818,25.06858,25.57568,25.59759,25.90056,25.26914,25.52704,25.97671,25.95327,25.91111,25.91194,25.43482,25.93903,25.79971,26.04629,26.05614,25.58127,26.13301,25.4139,26.33296,26.25866,25.90251,26.08418,0,29.151,15.6,5,139,4,1,4,2,3,3,3,4,3,2,2,2,3,2,4,2,3,3,1,3,2,1,2,1,4,2,1,3,3,4,3,4,4,4,4,1,3,4,3,4,7,2,6,2,4,4,4,6,2,1,4,3,5,2,3,2,5,7,1,3,2,0,3,0,5,1,2,4,1,7,3,5,5,4,7,1,4,3,4,5,Q76LS9,Q76LS9,Protein FAM63A,Fam63a,,,,>sp|Q76LS9|MINY1_MOUSE Ubiquitin carboxyl-terminal hydrolase MINDY-1 OS=Mus musculus GN=Mindy1 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam73b,24.5099,24.28355,18,24.88697,18,24.62729,18,18,26.18416,24.74242,24.78561,18,24.2496,24.88451,25.26864,18,24.23484,24.57196,24.5643,24.55807,18,18,24.62483,25.40363,24.7155,18,24.72479,18,24.68432,24.68838,18,24.91008,18,25.12684,23.95011,18,18,18,24.98737,18,0,16.427,12.5,4,12,2,1,0,2,0,2,0,0,1,3,1,0,1,2,2,0,1,2,2,2,0,0,1,3,2,0,2,0,2,2,0,2,0,1,2,0,0,0,1,0,2,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Q8BK03;H3BLJ3;A2AWJ1,Q8BK03,Protein FAM73B,Fam73b,anatomical structure development;developmental process,cell part,,>sp|Q8BK03|MIGA2_MOUSE Mitoguardin 2 OS=Mus musculus GN=Miga2 PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
Fam98a,25.99144,26.25137,26.54335,26.21655,26.0893,25.89064,26.23973,26.09913,26.33038,26.06997,25.94215,25.66172,26.22277,26.07826,25.7102,26.13987,25.82299,26.29779,25.87914,25.63815,25.84714,25.97143,26.41514,25.47293,26.20706,26.03097,26.25785,26.40368,25.98878,26.10388,25.97601,26.48202,26.61119,26.35629,26.261,18,26.028,26.18824,26.17925,25.77698,0,31.271,22.1,9,164,3,5,3,2,4,2,4,3,3,4,4,4,3,6,5,2,4,4,4,5,2,3,4,1,2,4,4,5,3,5,3,5,5,3,4,0,4,3,2,2,3,4,3,4,4,5,4,4,5,3,5,3,3,4,7,4,4,5,4,4,2,4,6,1,3,4,3,4,4,5,4,8,8,3,5,0,6,5,4,3,Q3TJZ6,Q3TJZ6,Protein FAM98A,Fam98a,,,,>sp|Q3TJZ6|FA98A_MOUSE Protein FAM98A OS=Mus musculus GN=Fam98a PE=1 SV=1,,,,,,,,,,,,,,,,,,,,
