Protein,cluster_anchorprotein,int_mean,Symbol,Genename,ENSEMBL
P17427,1,3170.496413586852,Ap2a2,"adaptor-related protein complex 2, alpha 2 subunit",ENSMUSG00000002957
P17563,1,3211.1396835374576,Selenbp1,selenium binding protein 1,ENSMUSG00000068874
P17665,1,8258.451031564971,Cox7c,cytochrome c oxidase subunit 7C,ENSMUSG00000017778
P17742,1,13961.723131754376,Ppia,peptidylprolyl isomerase A,ENSMUSG00000071866
P17751,1,4627.699038875198,Tpi1,triosephosphate isomerase 1,ENSMUSG00000023456
P17879,1,2557.6668803980583,Hspa1b,heat shock protein 1B,ENSMUSG00000090877
P18242,1,3073.222268484622,Ctsd,cathepsin D,ENSMUSG00000007891
P18572,1,5467.994666747454,Bsg,basigin,ENSMUSG00000023175
P18760,1,2969.3054898504324,Cfl1,"cofilin 1, non-muscle",ENSMUSG00000056201
P19096,1,5407.5177894419,Fasn,fatty acid synthase,ENSMUSG00000025153
P19157,1,19658.033602670195,Gstp1,"glutathione S-transferase, pi 1",ENSMUSG00000060803
P19221,1,0,F2,coagulation factor II,ENSMUSG00000027249
P19253,1,8680.848538223583,Rpl13a,ribosomal protein L13A,ENSMUSG00000074129
P19536,1,14109.132300659418,NA,NA,NA
P19639,1,3178.335415201505,Gstm3,"glutathione S-transferase, mu 3",ENSMUSG00000004038
P19783,1,15934.667702844094,Cox4i1,cytochrome c oxidase subunit 4I1,ENSMUSG00000031818
P20029,1,20391.749826700165,Hspa5,heat shock protein 5,ENSMUSG00000026864
P20108,1,2850.24544622358,Prdx3,peroxiredoxin 3,ENSMUSG00000024997
P20152,1,5537.753735944514,Vim,vimentin,ENSMUSG00000026728
P20918,1,1431.5128543534956,Plg,plasminogen,ENSMUSG00000059481
P21279,1,2132.663657037275,Gnaq,"guanine nucleotide binding protein, alpha q polypeptide",ENSMUSG00000024639
P21550,1,1354.8311635028576,Eno3,"enolase 3, beta muscle",ENSMUSG00000060600
P21614,1,2083.631734167314,Gc,vitamin D binding protein,ENSMUSG00000035540
P21619,1,3844.2129179728836,Lmnb2,lamin B2,ENSMUSG00000062075
P21981,1,3034.790039106436,Tgm2,"transglutaminase 2, C polypeptide",ENSMUSG00000037820
P22315,1,3302.0053830179722,NA,NA,NA
P22892,1,1321.4126120369333,Ap1g1,"adaptor protein complex AP-1, gamma 1 subunit",ENSMUSG00000031731
P23116,1,2782.1871043501324,Eif3a,"eukaryotic translation initiation factor 3, subunit A",ENSMUSG00000024991
P23492,1,3780.8887018047662,Pnp,purine-nucleoside phosphorylase,ENSMUSG00000115338
P23589,1,3491.6805857422087,Car5a,"carbonic anhydrase 5a, mitochondrial",ENSMUSG00000025317
P23591,1,1155.2646779718016,Gfus,GDP-L-fucose synthase,ENSMUSG00000022570
P23953,1,7094.381279586956,Ces1c,carboxylesterase 1C,ENSMUSG00000057400
P24270,1,12128.404610510344,Cat,catalase,ENSMUSG00000027187
P24369,1,9319.887644672603,Ppib,peptidylprolyl isomerase B,ENSMUSG00000032383
P24456,1,9775.622437508146,Cyp2d10,"cytochrome P450, family 2, subfamily d, polypeptide 10",ENSMUSG00000094806
P24472,1,3786.155083982917,Gsta4,"glutathione S-transferase, alpha 4",ENSMUSG00000032348
P24527,1,2780.5490158322,Lta4h,leukotriene A4 hydrolase,ENSMUSG00000015889
P24549,1,7822.3252048395625,Aldh1a1,"aldehyde dehydrogenase family 1, subfamily A1",ENSMUSG00000053279
P24668,1,0,M6pr,"mannose-6-phosphate receptor, cation dependent",ENSMUSG00000007458
P25444,1,6986.29670405249,Rps2,ribosomal protein S2,ENSMUSG00000044533
P25688,1,32720.21207142448,Uox,urate oxidase,ENSMUSG00000028186
P25911,1,1419.8629898192544,Lyn,"LYN proto-oncogene, Src family tyrosine kinase",ENSMUSG00000042228
P26039,1,2329.4687540079794,Tln1,talin 1,ENSMUSG00000028465
P26041,1,3060.3468900767457,Msn,moesin,ENSMUSG00000031207
P26043,1,4449.830559786808,Rdx,radixin,ENSMUSG00000032050
P26150,1,5131.806727041341,Hsd3b3,"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 3",ENSMUSG00000062410
P26231,1,3222.464665585472,Ctnna1,"catenin (cadherin associated protein), alpha 1",ENSMUSG00000037815
P26369,1,2981.788728628788,U2af2,U2 small nuclear ribonucleoprotein auxiliary factor (U2AF) 2,ENSMUSG00000030435
P26443,1,15987.524429507817,Glud1,glutamate dehydrogenase 1,ENSMUSG00000021794
P26516,1,807.2990808679991,Psmd7,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",ENSMUSG00000039067
P26638,1,1282.9027181964602,Sars,seryl-aminoacyl-tRNA synthetase,ENSMUSG00000068739
P27046,1,2987.226242701435,Man2a1,"mannosidase 2, alpha 1",ENSMUSG00000024085
P27546,1,1695.651869611199,Map4,microtubule-associated protein 4,ENSMUSG00000032479
P27612,1,2603.9846228454235,Plaa,"phospholipase A2, activating protein",ENSMUSG00000028577
P27659,1,6254.530933052776,Rpl3,ribosomal protein L3,ENSMUSG00000060036
P27661,1,35683.803995995666,H2ax,H2A.X variant histone,ENSMUSG00000049932
P27773,1,9421.100834309695,Pdia3,protein disulfide isomerase associated 3,ENSMUSG00000027248
P27786,1,1004.137203233461,Cyp17a1,"cytochrome P450, family 17, subfamily a, polypeptide 1",ENSMUSG00000003555
P28271,1,3798.1797623991088,Aco1,aconitase 1,ENSMUSG00000028405
P28352,1,670.5180872001343,Apex1,apurinic/apyrimidinic endonuclease 1,ENSMUSG00000035960
P28474,1,8522.705605726998,Adh5,"alcohol dehydrogenase 5 (class III), chi polypeptide",ENSMUSG00000028138
P28665,1,2940.836929118658,Mug1,murinoglobulin 1,ENSMUSG00000059908
P28666,1,1505.3570494652258,Mug2,murinoglobulin 2,ENSMUSG00000030131
P28843,1,4068.8071693826682,Dpp4,dipeptidylpeptidase 4,ENSMUSG00000035000
P29341,1,7680.216341842559,Pabpc1,"poly(A) binding protein, cytoplasmic 1",ENSMUSG00000022283
P29351,1,851.872320428863,Ptpn6,"protein tyrosine phosphatase, non-receptor type 6",ENSMUSG00000004266
P29758,1,2388.748120200442,Oat,ornithine aminotransferase,ENSMUSG00000030934
P29788,1,1640.6482487614253,Vtn,vitronectin,ENSMUSG00000017344
P30115,1,6182.82854160428,Gsta3,"glutathione S-transferase, alpha 3",ENSMUSG00000025934
P30416,1,3349.770009677008,Fkbp4,FK506 binding protein 4,ENSMUSG00000030357
P30999,1,2514.6721696722484,Ctnnd1,"catenin (cadherin associated protein), delta 1",ENSMUSG00000034101
P31001,1,1606.3082525146199,Des,desmin,ENSMUSG00000026208
P31230,1,1346.7899984198812,NA,NA,NA
P31786,1,828.347031550664,Dbi,diazepam binding inhibitor,ENSMUSG00000026385
P32020,1,12350.618012491734,Scp2,"sterol carrier protein 2, liver",ENSMUSG00000028603
P32067,1,2667.9337637075614,Ssb,Sjogren syndrome antigen B,ENSMUSG00000068882
P32233,1,658.0368441157168,Drg1,developmentally regulated GTP binding protein 1,ENSMUSG00000020457
P32261,1,1695.3665125635266,Serpinc1,"serine (or cysteine) peptidase inhibitor, clade C (antithrombin), member 1",ENSMUSG00000026715
P32921,1,1711.0629139856724,Wars,tryptophanyl-tRNA synthetase,ENSMUSG00000021266
P33267,1,23485.043708191522,Cyp2f2,"cytochrome P450, family 2, subfamily f, polypeptide 2",ENSMUSG00000052974
P34152,1,15575.213180985556,Ptk2,PTK2 protein tyrosine kinase 2,ENSMUSG00000022607
P34884,1,4793.363401636874,Mif,macrophage migration inhibitory factor (glycosylation-inhibiting factor),ENSMUSG00000033307
P34914,1,5925.826310560501,Ephx2,"epoxide hydrolase 2, cytoplasmic",ENSMUSG00000022040
P34927,1,8709.079634329017,Asgr1,asialoglycoprotein receptor 1,ENSMUSG00000020884
P34928,1,5913.6439995097535,Apoc1,apolipoprotein C-I,ENSMUSG00000040564
P35278,1,2488.4499414623997,Rab5c,"RAB5C, member RAS oncogene family",ENSMUSG00000019173
P35279,1,1491.7650631175852,Rab6a,"RAB6A, member RAS oncogene family",ENSMUSG00000030704
P35293,1,766.251308024141,Rab18,"RAB18, member RAS oncogene family",ENSMUSG00000073639
P35486,1,4554.239418661517,Pdha1,pyruvate dehydrogenase E1 alpha 1,ENSMUSG00000031299
P35492,1,7554.968912361992,Hal,histidine ammonia lyase,ENSMUSG00000020017
P35505,1,4796.586459052403,Fah,fumarylacetoacetate hydrolase,ENSMUSG00000030630
P35550,1,4446.90628659158,Fbl,fibrillarin,ENSMUSG00000046865
P35564,1,9949.830050777155,Canx,calnexin,ENSMUSG00000020368
P35585,1,1625.5848024149125,Ap1m1,"adaptor-related protein complex AP-1, mu subunit 1",ENSMUSG00000003033
P35700,1,21248.202209050796,Prdx1,peroxiredoxin 1,ENSMUSG00000028691
P35762,1,1999.5611770106043,Cd81,CD81 antigen,ENSMUSG00000037706
P35979,1,12237.96142848121,Rpl12,ribosomal protein L12,ENSMUSG00000038900
P35980,1,16098.232163492528,Rpl18,ribosomal protein L18,ENSMUSG00000059070
P36552,1,2082.7190411705405,Cpox,coproporphyrinogen oxidase,ENSMUSG00000022742
P37040,1,3949.769231056353,Por,cytochrome p450 oxidoreductase,ENSMUSG00000005514
P38060,1,3414.98749145232,Hmgcl,3-hydroxy-3-methylglutaryl-Coenzyme A lyase,ENSMUSG00000028672
P38647,1,9194.622304944602,Hspa9,heat shock protein 9,ENSMUSG00000024359
P39054,1,1543.9166669839824,Dnm2,dynamin 2,ENSMUSG00000033335
P39061,1,412.97536475836904,Col18a1,"collagen, type XVIII, alpha 1",ENSMUSG00000001435
P39447,1,4005.276342340549,Tjp1,tight junction protein 1,ENSMUSG00000030516
P40124,1,2355.5503780381896,Cap1,"CAP, adenylate cyclase-associated protein 1 (yeast)",ENSMUSG00000028656
P40142,1,5567.826624317331,Tkt,transketolase,ENSMUSG00000021957
P40336,1,3128.775884246251,Vps26a,VPS26 retromer complex component A,ENSMUSG00000020078
P40630,1,2584.198103937175,Tfam,"transcription factor A, mitochondrial",ENSMUSG00000003923
P40936,1,5357.819381193689,Inmt,indolethylamine N-methyltransferase,ENSMUSG00000003477
P41105,1,6676.238362819333,Rpl28,ribosomal protein L28,ENSMUSG00000030432
P41216,1,12635.186798989687,Acsl1,acyl-CoA synthetase long-chain family member 1,ENSMUSG00000018796
P42125,1,7552.420085436972,Eci1,enoyl-Coenzyme A delta isomerase 1,ENSMUSG00000024132
P42567,1,1882.7184306829372,Eps15,epidermal growth factor receptor pathway substrate 15,ENSMUSG00000028552
P42669,1,1430.2478638660473,Pura,purine rich element binding protein A,ENSMUSG00000043991
P42703,1,2519.890959041083,Lifr,LIF receptor alpha,ENSMUSG00000054263
P42932,1,4029.3971423113317,Cct8,"chaperonin containing Tcp1, subunit 8 (theta)",ENSMUSG00000025613
P43274,1,19420.519741201642,H1f4,"H1.4 linker histone, cluster member",ENSMUSG00000051627
P43276,1,4205.717689334433,H1f5,"H1.5 linker histone, cluster member",ENSMUSG00000058773
P45952,1,5637.4747031720235,Acadm,"acyl-Coenzyme A dehydrogenase, medium chain",ENSMUSG00000062908
P46425,1,111.07175982341143,Gstp2,"glutathione S-transferase, pi 2",ENSMUSG00000038155
P46460,1,1530.4281092231197,Nsf,N-ethylmaleimide sensitive fusion protein,ENSMUSG00000034187
P46471,1,2231.7586515112775,NA,NA,NA
P46638,1,2908.1458560995566,Rab11b,"RAB11B, member RAS oncogene family",ENSMUSG00000077450
P46735,1,1443.678791396357,Myo1b,myosin IB,ENSMUSG00000018417
P46935,1,390.9880222010762,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",ENSMUSG00000032216
P46978,1,8273.95708113646,Stt3a,"STT3, subunit of the oligosaccharyltransferase complex, homolog A (S. cerevisiae)",ENSMUSG00000032116
P47199,1,2441.830773537045,Cryz,"crystallin, zeta",ENSMUSG00000028199
P47738,1,11914.84358673704,Aldh2,"aldehyde dehydrogenase 2, mitochondrial",ENSMUSG00000029455
P47754,1,1885.7164604849067,Capza2,"capping protein (actin filament) muscle Z-line, alpha 2",ENSMUSG00000015733
P47758,1,2587.580161758941,Srprb,"signal recognition particle receptor, B subunit",ENSMUSG00000032553
P47791,1,0,Gsr,glutathione reductase,ENSMUSG00000031584
P47802,1,2835.564683557341,NA,NA,NA
P47911,1,5743.842915953599,Rpl6,ribosomal protein L6,ENSMUSG00000029614
P47955,1,4251.710699571989,Rplp1,"ribosomal protein, large, P1",ENSMUSG00000007892
P47962,1,7524.249719462907,Rpl5,ribosomal protein L5,ENSMUSG00000058558
P47963,1,12041.709333160796,Rpl13,ribosomal protein L13,ENSMUSG00000000740
P48024,1,1162.4767725019253,Eif1,eukaryotic translation initiation factor 1,ENSMUSG00000035530
P48036,1,4809.589072903793,Anxa5,annexin A5,ENSMUSG00000027712
P48193,1,2370.412567457821,Epb41,erythrocyte membrane protein band 4.1,ENSMUSG00000028906
P48678,1,5980.236588540671,Lmna,lamin A,ENSMUSG00000028063
P48758,1,3763.537213468575,Cbr1,carbonyl reductase 1,ENSMUSG00000051483
P48771,1,8973.13560828759,Cox7a2,cytochrome c oxidase subunit 7A2,ENSMUSG00000032330
P48776,1,3267.924874435439,Tdo2,"tryptophan 2,3-dioxygenase",ENSMUSG00000028011
P49312,1,3766.4506712737734,Hnrnpa1,heterogeneous nuclear ribonucleoprotein A1,ENSMUSG00000046434
P49429,1,8589.81082482959,Hpd,4-hydroxyphenylpyruvic acid dioxygenase,ENSMUSG00000029445
P49443,1,0,Ppm1a,"protein phosphatase 1A, magnesium dependent, alpha isoform",ENSMUSG00000021096
P49586,1,0,Pcyt1a,"phosphate cytidylyltransferase 1, choline, alpha isoform",ENSMUSG00000005615
P49722,1,2053.834477972838,Psma2,proteasome subunit alpha 2,ENSMUSG00000015671
P49935,1,866.175313265702,Ctsh,cathepsin H,ENSMUSG00000032359
P50171,1,1419.387282889544,H2-Ke6,H2-K region expressed gene 6,ENSMUSG00000073422
P50172,1,13104.897915739342,Hsd11b1,hydroxysteroid 11-beta dehydrogenase 1,ENSMUSG00000016194
P50247,1,12350.616424117003,Ahcyl,adenosylhomocysteinase like,ENSMUSG00000048087
P50285,1,3006.326473501088,Fmo1,flavin containing monooxygenase 1,ENSMUSG00000040181
P50295,1,669.6783863138629,Nat2,N-acetyltransferase 2 (arylamine N-acetyltransferase),ENSMUSG00000051147
P50396,1,2252.2692137700415,Gdi1,guanosine diphosphate (GDP) dissociation inhibitor 1,ENSMUSG00000015291
P50431,1,4584.606596245949,Shmt1,serine hydroxymethyltransferase 1 (soluble),ENSMUSG00000020534
P50516,1,1989.0653372844354,Atp6v1a,"ATPase, H+ transporting, lysosomal V1 subunit A",ENSMUSG00000052459
P50518,1,621.8658467040907,Atp6v1e1,"ATPase, H+ transporting, lysosomal V1 subunit E1",ENSMUSG00000019210
P50544,1,6283.127948692068,Acadvl,"acyl-Coenzyme A dehydrogenase, very long chain",ENSMUSG00000018574
P50580,1,4661.999815756284,Pa2g4,proliferation-associated 2G4,ENSMUSG00000025364
P51150,1,4688.562153527386,Rab7,"RAB7, member RAS oncogene family",ENSMUSG00000079477
P51410,1,3194.7462698324853,Rpl9,ribosomal protein L9,ENSMUSG00000047215
P51658,1,7101.9133105694345,Hsd17b2,hydroxysteroid (17-beta) dehydrogenase 2,ENSMUSG00000031844
P51660,1,6999.849930326176,Hsd17b4,hydroxysteroid (17-beta) dehydrogenase 4,ENSMUSG00000024507
P51855,1,1551.110092938412,Gss,glutathione synthetase,ENSMUSG00000027610
P51859,1,3119.571411443849,Hdgf,heparin binding growth factor,ENSMUSG00000004897
P51863,1,2692.4682180849195,Atp6v0d1,"ATPase, H+ transporting, lysosomal V0 subunit D1",ENSMUSG00000013160
P51881,1,31299.06587537735,Slc25a5,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5",ENSMUSG00000016319
P52019,1,921.7714739136056,Sqle,squalene epoxidase,ENSMUSG00000022351
P52196,1,7548.152590737322,Tst,"thiosulfate sulfurtransferase, mitochondrial",ENSMUSG00000044986
P52430,1,2465.5059410134463,Pon1,paraoxonase 1,ENSMUSG00000002588
P52479,1,781.4413199290741,Usp10,ubiquitin specific peptidase 10,ENSMUSG00000031826
P52480,1,1698.8476240731773,Pkm,"pyruvate kinase, muscle",ENSMUSG00000032294
P52760,1,4278.310322927524,Rida,reactive intermediate imine deaminase A homolog,ENSMUSG00000022323
P52792,1,452.92205771475443,Gck,glucokinase,ENSMUSG00000041798
P52825,1,4556.426978011186,Cpt2,carnitine palmitoyltransferase 2,ENSMUSG00000028607
P53395,1,4257.095092816357,Dbt,dihydrolipoamide branched chain transacylase E2,ENSMUSG00000000340
P53808,1,0,NA,NA,NA
P53810,1,1320.6207390384707,Pitpna,"phosphatidylinositol transfer protein, alpha",ENSMUSG00000017781
P53811,1,2491.7235895998365,Pitpnb,"phosphatidylinositol transfer protein, beta",ENSMUSG00000050017
P53986,1,2438.9525037131802,Slc16a1,"solute carrier family 16 (monocarboxylic acid transporters), member 1",ENSMUSG00000032902
P53994,1,2495.5671445802864,Rab2a,"RAB2A, member RAS oncogene family",ENSMUSG00000047187
P54071,1,4600.06593064766,Idh2,"isocitrate dehydrogenase 2 (NADP+), mitochondrial",ENSMUSG00000030541
P54728,1,3075.7443416042156,Rad23b,"RAD23 homolog B, nucleotide excision repair protein",ENSMUSG00000028426
P54775,1,1691.8029108749415,Psmc4,"proteasome (prosome, macropain) 26S subunit, ATPase, 4",ENSMUSG00000030603
P54822,1,1115.8603086507455,Adsl,adenylosuccinate lyase,ENSMUSG00000022407
P54869,1,15770.741891729973,Hmgcs2,3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2,ENSMUSG00000027875
P55050,1,277.69187669878096,Fabp2,"fatty acid binding protein 2, intestinal",ENSMUSG00000023057
P55096,1,5757.92439382665,Abcd3,"ATP-binding cassette, sub-family D (ALD), member 3",ENSMUSG00000028127
P55258,1,1606.0119783009136,Rab8a,"RAB8A, member RAS oncogene family",ENSMUSG00000003037
P55264,1,4830.407523726993,Adk,adenosine kinase,ENSMUSG00000039197
P56135,1,12588.836851155676,Atp5j2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2",ENSMUSG00000038690
P56379,1,6284.5085381515355,Atp5mpl,ATP synthase membrane subunit 6.8PL,ENSMUSG00000021290
P56382,1,28492.240220562184,Atp5e,"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit",ENSMUSG00000016252
P56383,1,20753.081788080537,Atp5g2,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)",ENSMUSG00000062683
P56391,1,6119.061657297896,Cox6b1,"cytochrome c oxidase, subunit 6B1",ENSMUSG00000036751
P56395,1,15737.675406922412,Cyb5a,cytochrome b5 type A (microsomal),ENSMUSG00000024646
P56399,1,2041.0246045718168,Usp5,ubiquitin specific peptidase 5 (isopeptidase T),ENSMUSG00000038429
P56480,1,16725.48454039378,Atp5b,"ATP synthase, H+ transporting mitochondrial F1 complex, beta subunit",ENSMUSG00000025393
P56565,1,1351.7438821290104,S100a1,S100 calcium binding protein A1,ENSMUSG00000044080
P56593,1,8300.619144448894,Cyp2a12,"cytochrome P450, family 2, subfamily a, polypeptide 12",ENSMUSG00000060407
P56654,1,0,Cyp2c37,"cytochrome P450, family 2. subfamily c, polypeptide 37",ENSMUSG00000042248
P57759,1,736.8630894019332,Erp29,endoplasmic reticulum protein 29,ENSMUSG00000029616
P57780,1,5041.014112964646,Actn4,actinin alpha 4,ENSMUSG00000054808
P57784,1,1802.0045489895892,Snrpa1,small nuclear ribonucleoprotein polypeptide A',ENSMUSG00000030512
P58252,1,6368.689984271735,Eef2,eukaryotic translation elongation factor 2,ENSMUSG00000034994
P58281,1,2846.7758729473226,Opa1,"OPA1, mitochondrial dynamin like GTPase",ENSMUSG00000038084
P58710,1,2834.787593202112,Gulo,gulonolactone (L-) oxidase,ENSMUSG00000034450
P59325,1,1668.7399781350173,Eif5,eukaryotic translation initiation factor 5,ENSMUSG00000021282
P59999,1,4055.2983670891963,Arpc4,"actin related protein 2/3 complex, subunit 4",ENSMUSG00000079426
P60229,1,3052.272571119396,Eif3e,"eukaryotic translation initiation factor 3, subunit E",ENSMUSG00000022336
P60335,1,4975.075210859004,Pcbp1,poly(rC) binding protein 1,ENSMUSG00000051695
P60670,1,0,Nploc4,"NPL4 homolog, ubiquitin recognition factor",ENSMUSG00000039703
P60710,1,20761.56330004279,Actb,"actin, beta",ENSMUSG00000029580
P60766,1,1455.7420463005699,Cdc42,cell division cycle 42,ENSMUSG00000006699
P60843,1,4867.894180043749,Eif4a1,eukaryotic translation initiation factor 4A1,ENSMUSG00000059796
P60867,1,8498.729170455572,Rps20,ribosomal protein S20,ENSMUSG00000028234
P61027,1,2786.715925063278,Rab10,"RAB10, member RAS oncogene family",ENSMUSG00000020671
P61089,1,950.1538438367065,Ube2n,ubiquitin-conjugating enzyme E2N,ENSMUSG00000074781
P61161,1,2230.014004853245,Actr2,ARP2 actin-related protein 2,ENSMUSG00000020152
P61205,1,3867.292688994562,Arf3,ADP-ribosylation factor 3,ENSMUSG00000051853
P61211,1,1047.129594006292,Arl1,ADP-ribosylation factor-like 1,ENSMUSG00000060904
P61222,1,3350.3310982532716,Abce1,"ATP-binding cassette, sub-family E (OABP), member 1",ENSMUSG00000058355
P61255,1,7324.768935877707,Rpl26,ribosomal protein L26,ENSMUSG00000060938
P61358,1,15272.673395183501,Rpl27,ribosomal protein L27,ENSMUSG00000063316
P61458,1,1250.8630360025531,Pcbd1,pterin 4 alpha carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 1,ENSMUSG00000020098
P61514,1,4222.3809115458935,Rpl37a,ribosomal protein L37a,ENSMUSG00000046330
P61620,1,7800.140596285693,Sec61a1,Sec61 alpha 1 subunit (S. cerevisiae),ENSMUSG00000030082
P61750,1,2504.852917627717,Arf4,ADP-ribosylation factor 4,ENSMUSG00000021877
P61922,1,6594.00063730046,Abat,4-aminobutyrate aminotransferase,ENSMUSG00000057880
P61961,1,508.582957136195,Ufm1,ubiquitin-fold modifier 1,ENSMUSG00000027746
P61982,1,6134.711840211623,Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",ENSMUSG00000051391
P62075,1,3998.806921301899,Timm13,translocase of inner mitochondrial membrane 13,ENSMUSG00000020219
P62082,1,5938.018737790488,Rps7,ribosomal protein S7,ENSMUSG00000061477
P62137,1,1517.3936457423756,Ppp1ca,protein phosphatase 1 catalytic subunit alpha,ENSMUSG00000040385
P62192,1,2783.8898938591133,Psmc1,"protease (prosome, macropain) 26S subunit, ATPase 1",ENSMUSG00000021178
P62196,1,1709.9794591429015,Psmc5,"protease (prosome, macropain) 26S subunit, ATPase 5",ENSMUSG00000020708
P62242,1,18464.084707646143,Rps8,ribosomal protein S8,ENSMUSG00000047675
P62245,1,8872.981048879901,Rps15a,ribosomal protein S15A,ENSMUSG00000008683
P62259,1,4445.653094845583,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",ENSMUSG00000020849
P62264,1,12395.652667449624,Rps14,ribosomal protein S14,ENSMUSG00000024608
P62267,1,9659.699303360743,Rps23,ribosomal protein S23,ENSMUSG00000049517
P62270,1,8395.762133964956,Rps18,ribosomal protein S18,ENSMUSG00000008668
