Protein	logFC	CI.L	CI.R	AveExpr	t	P.Value	adj.P.Val	B	Symbol	Genename	ENSEMBL
E9PXC3	0.05802113895351747	0.043155197566634135	0.07288708034040081	12.628509406461687	7.674589353816499	1.4699462453261648e-13	1.9806258460730996e-12	19.749766475158147	Cyp2c69	cytochrome P450, family 2, subfamily c, polypeptide 69	ENSMUSG00000092008
Q9D6J6	-0.03610000714577347	-0.045372762284005344	-0.026827252007541602	11.944453601124202	-7.655392271957086	1.6904523997102156e-13	2.2582710262795446e-12	19.60563740671545	Ndufv2	NADH:ubiquinone oxidoreductase core subunit V2	ENSMUSG00000024099
Q571F8	-0.08147258297354634	-0.10237486172348503	-0.060570304223607645	11.836730218795342	-7.666214976875056	1.790567670342665e-13	2.371743448089479e-12	19.59127938693117	Gls2	glutaminase 2 (liver, mitochondrial)	ENSMUSG00000044005
Q8VEM8	-0.021865949927979602	-0.027523443144016065	-0.01620845671194314	13.392147511860534	-7.59865872368509	2.2294555994562584e-13	2.9282681528992702e-12	19.30020154691564	Slc25a3	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3	ENSMUSG00000061904
Q60930	-0.028741367573688698	-0.036189957792325485	-0.02129277735505191	12.687099621009171	-7.586411150585686	2.455269439738936e-13	3.197988445259964e-12	19.207642426872184	Vdac2	voltage-dependent anion channel 2	ENSMUSG00000021771
E9Q509	-0.033086656559493145	-0.041674520509386075	-0.024498792609600216	12.426563886583917	-7.574853863274157	2.665913756163897e-13	3.443655537920803e-12	19.13106214286578	Pklr	pyruvate kinase liver and red blood cell	ENSMUSG00000041237
P34914	0.01682121332419374	0.012439912605175914	0.021202514043211565	12.563635849418798	7.548260640490521	3.127600924138009e-13	4.006918233137466e-12	18.967315177891518	Ephx2	epoxide hydrolase 2, cytoplasmic	ENSMUSG00000022040
P62897	-0.024165019870919666	-0.030485448878089537	-0.017844590863749794	12.510436258700357	-7.5168040870761	3.860263105430928e-13	4.905358726657349e-12	18.76037717228299	Cycs	cytochrome c, somatic	ENSMUSG00000063694
P12787	-0.04060515737862992	-0.051364023318810674	-0.02984629143844917	12.49949540505473	-7.4216280617439425	8.149647828885924e-13	1.0272499642377984e-11	18.060352846291092	Cox5a	cytochrome c oxidase subunit 5A	ENSMUSG00000000088
P23953	0.03227022505350742	0.023649146853875935	0.0408913032531389	13.00138068489854	7.359358433692091	1.105698271789733e-12	1.3825651190458821e-11	17.731874814383744	Ces1c	carboxylesterase 1C	ENSMUSG00000057400
P11499	0.01720899963253601	0.012590821405686937	0.02182717785938508	13.78998854332751	7.326179718390286	1.3634837752497646e-12	1.6913691592979225e-11	17.520249248405946	Hsp90ab1	heat shock protein 90 alpha (cytosolic), class B member 1	ENSMUSG00000023944
Q9D3D9	-0.03705960518127605	-0.04704086258475269	-0.02707834777779941	12.929266078735237	-7.2999866092538594	1.6453876633034099e-12	2.024992848616716e-11	17.34140954117932	Atp5d	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	ENSMUSG00000003072
P51881	-0.02288097563897332	-0.029061021320865413	-0.016700929957081227	14.657841179040368	-7.2790631240631285	1.855824553584641e-12	2.2661357634787453e-11	17.217442005566912	Slc25a5	solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 5	ENSMUSG00000016319
P19536	-0.025931676822812826	-0.03295827162855179	-0.01890508201707386	13.479128495694768	-7.255915577612151	2.193005796349207e-12	2.657107023018458e-11	17.05994631887176	NA	NA	NA
Q05421	0.10817611651575032	0.07894431582612449	0.13740791720537615	13.436542456598385	7.2803381273139935	2.547236149833469e-12	3.039183284114284e-11	17.05746464080461	Cyp2e1	cytochrome P450, family 2, subfamily e, polypeptide 1	ENSMUSG00000025479
P16331	0.02633353487656151	0.019182208052387045	0.033484861700735974	12.962039800777541	7.239725168396118	2.4169779098792766e-12	2.9059511331856225e-11	16.961279624152116	Pah	phenylalanine hydroxylase	ENSMUSG00000020051
F8WIT2	-0.02423189603457774	-0.03083684407137542	-0.017626947997780057	12.33832033134541	-7.212911839144855	2.8539825983309157e-12	3.379374849387289e-11	16.794816005029997	Anxa6	annexin A6	ENSMUSG00000018340
Q9R112	-0.059474842345912604	-0.07565720729020929	-0.04329247740161592	11.655450841564303	-7.231434118703642	3.701725787857908e-12	4.35022361385106e-11	16.664971261913816	Sqor	sulfide quinone oxidoreductase	ENSMUSG00000005803
Q9WVD5	-0.03989113828010992	-0.050852701166132795	-0.028929575394087047	12.593541431583605	-7.155426201550224	4.318839502575591e-12	5.0375717481534684e-11	16.410166920535772	Slc25a15	solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15	ENSMUSG00000031482
Q9DD20	0.025897645302533474	0.018759200844126443	0.03303608976094051	13.451740421270326	7.132737468876317	4.82580322572771e-12	5.58720773467586e-11	16.287449624537643	Mettl7b	methyltransferase like 7B	ENSMUSG00000025347
Q8VDJ3	-0.018536872216997975	-0.02368057478451062	-0.01339316964948533	11.86037013960439	-7.085218380819038	6.497107714620978e-12	7.466896586729845e-11	15.98738383926542	Hdlbp	high density lipoprotein (HDL) binding protein	ENSMUSG00000034088
Q8VDN2	-0.034539742517709915	-0.04420270333285506	-0.024876781702564767	12.09089256745133	-7.027622475780702	9.449559948776453e-12	1.0780775328421603e-10	15.621667285253059	Atp1a1	ATPase, Na+/K+ transporting, alpha 1 polypeptide	ENSMUSG00000033161
Q60605	-0.04514583229442793	-0.057780542322262166	-0.032511122266593695	11.871843101839227	-7.026338380270914	1.0308112427870778e-11	1.1675057771566684e-10	15.56478090765098	Myl6	myosin, light polypeptide 6, alkali, smooth muscle and non-muscle	ENSMUSG00000090841
E9QPD7	-0.013519957236817398	-0.017333806180350887	-0.009706108293283909	12.692235404079515	-6.9695455751189295	1.356099672429034e-11	1.5248804230263165e-10	15.265589032722573	Pcx	pyruvate carboxylase	ENSMUSG00000024892
Q64435	0.03826309770863732	0.02745727795361435	0.04906891746366029	12.443213116194448	6.962796798799018	1.514751837746142e-11	1.6911122302837285e-10	15.19372295663123	Ugt1a6a	UDP glucuronosyltransferase 1 family, polypeptide A6A	ENSMUSG00000054545
Q9JJL3	0.06812981066079019	0.0488982720739216	0.08736134924765877	11.66787082189259	6.969783631156655	1.823509231744993e-11	2.0213793824237054e-10	15.131593287688212	Slco1b2	solute carrier organic anion transporter family, member 1b2	ENSMUSG00000030236
Q9D855	-0.028849765496806713	-0.0370542336993605	-0.020645297294252928	13.930392598715311	-6.913562634449152	1.9627890097437977e-11	2.160450156499687e-10	14.914891785744883	NA	NA	NA
O54734	-0.031244824682006025	-0.04015050205358917	-0.02233914731042288	12.393357477027513	-6.898426046710693	2.2186206897641137e-11	2.4249679287421746e-10	14.799317576934882	Ddost	dolichyl-di-phosphooligosaccharide-protein glycotransferase	ENSMUSG00000028757
P56383	-0.033153297286305755	-0.042617798459746344	-0.023688796112865167	14.004039923889518	-6.888076341153054	2.4353587680301733e-11	2.6433789961327506e-10	14.715237424855511	Atp5g2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9)	ENSMUSG00000062683
Q60932	-0.020228267848577165	-0.026048228090934954	-0.014408307606219374	13.450945007903616	-6.8333129356285705	3.188930717172778e-11	3.434876421031951e-10	14.427396210268544	Vdac1	voltage-dependent anion channel 1	ENSMUSG00000020402
P12710	0.021026181834184886	0.014976186595197425	0.027076177073172347	13.713684522788414	6.832843333385555	3.2085218008359876e-11	3.434876421031951e-10	14.421850525489834	Fabp1	fatty acid binding protein 1, liver	ENSMUSG00000054422
P48771	-0.026102212619388766	-0.0336778463332094	-0.018526578905568133	12.898254670629116	-6.775161751646143	4.8666499342476846e-11	5.17454003212866e-10	14.03729725298367	Cox7a2	cytochrome c oxidase subunit 7A2	ENSMUSG00000032330
Q8CHQ9	0.025767883892264577	0.018265617324361532	0.033270150460167625	12.839337440315456	6.7537903763226765	5.550271676308843e-11	5.861536912209947e-10	13.924109594968714	Nat8f2	N-acetyltransferase 8 (GCN5-related) family member 2	ENSMUSG00000033634
Q9DBT9	-0.020400819357083873	-0.02636422250794029	-0.014437416206227457	12.511422860771896	-6.725886279213396	6.221785504412334e-11	6.526611237178844e-10	13.775481850957819	Dmgdh	dimethylglycine dehydrogenase precursor	ENSMUSG00000042102
Q9CR21	-0.04351058917902167	-0.056273445617451304	-0.030747732740592032	12.938586786229147	-6.7098734493755945	1.0235947236461964e-10	1.0665857020393367e-9	13.459557567059075	Ndufab1	NADH:ubiquinone oxidoreductase subunit AB1	ENSMUSG00000030869
Q8BW75	-0.030876030422021243	-0.04016825257760417	-0.02158380826643832	11.830433330761888	-6.532936047878647	2.030762324722957e-10	2.1020407374450214e-9	12.618443151373311	Maob	monoamine oxidase B	ENSMUSG00000040147
Q9D023	0.030834290487637264	0.0214679805117504	0.040200600463524125	12.587652607934954	6.472394479643085	2.903880006788394e-10	2.986029243822539e-9	12.271526749438866	Mpc2	mitochondrial pyruvate carrier 2	ENSMUSG00000026568
P0DN34	-0.028077968048054125	-0.03665617105454426	-0.019499765041563994	12.83934152831916	-6.4353531586576915	3.6311515532291886e-10	3.7094705082988373e-9	12.048881213165238	NA	NA	NA
Q9DCX8	-0.04122675793603528	-0.054053508156315946	-0.02840000771575461	11.375948303171306	-6.321267454525778	7.844237943140782e-10	7.96139214618769e-9	11.35106140190079	Iyd	iodotyrosine deiodinase	ENSMUSG00000019762
P15626	0.064948018454108	0.04478107647663483	0.08511496043158116	12.17590742381728	6.340050410172187	9.402254611750403e-10	9.420335870619154e-9	11.331900913051047	Gstm2	glutathione S-transferase, mu 2	ENSMUSG00000040562
Q91YT0	-0.02818230424071499	-0.03697254182771602	-0.019392066653713964	12.62134727690838	-6.3042497436029405	8.17424388203993e-10	8.242802056534458e-9	11.27613779895149	Ndufv1	NADH:ubiquinone oxidoreductase core subunit V1	ENSMUSG00000037916
Q9CQ69	-0.026878054038600902	-0.035325731261393684	-0.018430376815808124	13.615502346479824	-6.256416232615706	1.085183047075556e-9	1.0803446513242636e-8	10.999822278908056	Uqcrq	ubiquinol-cytochrome c reductase, complex III subunit VII	ENSMUSG00000044894
P52760	-0.04962861400659637	-0.06529010098509823	-0.03396712702809451	11.768736765153873	-6.231773323368903	1.291164045587748e-9	1.2772717742111711e-8	10.86225357262816	Rida	reactive intermediate imine deaminase A homolog	ENSMUSG00000022323
Q9DCU9	-0.039365479235710016	-0.05184275271919016	-0.026888205752229874	12.309879735145149	-6.204817749217508	1.5279800638008107e-9	1.5020332325287216e-8	10.691640382058326	Hoga1	4-hydroxy-2-oxoglutarate aldolase 1	ENSMUSG00000025176
Q99LB7	-0.014498916992002104	-0.019139298322697305	-0.009858535661306903	13.109843788301834	-6.142915266459647	1.993162776838959e-9	1.947070887624558e-8	10.383845425393424	Sardh	sarcosine dehydrogenase	ENSMUSG00000009614
Q9WTP7	-0.021873854407682337	-0.028876924652737522	-0.014870784162627153	11.690262501815498	-6.140961580574545	2.0244269114709016e-9	1.9653287345521858e-8	10.369751721651403	Ak3	adenylate kinase 3	ENSMUSG00000024782
A0A1L1SUI3	-0.03248554295225513	-0.04294933609998325	-0.02202174980452701	11.647727617254834	-6.107268717670999	2.8530175536324195e-9	2.7500367457239098e-8	10.123577738311186	NA	NA	NA
Q9DCJ5	-0.024917701259124108	-0.0329760556350375	-0.016859346883210717	12.73373086430711	-6.079309371071866	2.8679205985476474e-9	2.7500367457239098e-8	10.028981759536428	Ndufa8	NADH:ubiquinone oxidoreductase subunit A8	ENSMUSG00000026895
P35505	0.016723777327364152	0.011311087150992962	0.02213646750373534	12.31092056502312	6.074642909269082	2.957488210437578e-9	2.8186305322645943e-8	10.002933418508063	Fah	fumarylacetoacetate hydrolase	ENSMUSG00000030630
Q91V01	0.03418968118646594	0.023053555987953445	0.045325806384978434	11.639299471167563	6.039996387019418	4.230929249519067e-9	3.983700251203796e-8	9.764122489157877	Lpcat3	lysophosphatidylcholine acyltransferase 3	ENSMUSG00000004270
P05201	-0.039785323465735566	-0.0527931234239921	-0.02677752350747903	11.953293039529058	-6.013672371585322	4.2304110229167345e-9	3.983700251203796e-8	9.664701347582458	Got1	glutamic-oxaloacetic transaminase 1, soluble	ENSMUSG00000025190
Q61694	0.03435803269978249	0.023101309566694088	0.0456147558328709	13.0108328787062	6.001284703752254	4.555124564671216e-9	4.263269278192282e-8	9.612908991585549	Hsd3b5	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 5	ENSMUSG00000038092
Q64521	0.03692101900645015	0.024795784866294957	0.04904625314660535	11.83478214368759	5.98775627508043	5.064833621049707e-9	4.712104136726603e-8	9.517688585712705	Gpd2	glycerol phosphate dehydrogenase 2, mitochondrial	ENSMUSG00000026827
A0A087WR50	-0.039212384681414324	-0.05211996702061802	-0.02630480234221063	11.666595263070779	-5.973139587026514	5.324465759632326e-9	4.924343184796051e-8	9.43763200960156	Fn1	fibronectin 1	ENSMUSG00000026193
P56565	-0.04998031403519915	-0.06645226733353393	-0.033508360736864355	10.425308854512187	-5.96938528778211	6.258314176066626e-9	5.720318746895987e-8	9.391910776469864	S100a1	S100 calcium binding protein A1	ENSMUSG00000044080
Q9WVL0	0.013824368114757925	0.009251035509577338	0.018397700719938515	12.302407166914552	5.942991845779108	6.193057306824095e-9	5.6939697473917996e-8	9.278773583922149	Gstz1	glutathione transferase zeta 1 (maleylacetoacetate isomerase)	ENSMUSG00000021033
Q9DBA8	-0.04430279807812416	-0.05900286967927809	-0.02960272647697022	11.51338971083773	-5.927544863680419	7.413173065543151e-9	6.736505524095317e-8	9.190616204396418	Amdhd1	amidohydrolase domain containing 1	ENSMUSG00000015890
Q78IK2	-0.032029457724426655	-0.04269524293927986	-0.021363672509573453	14.44093137721603	-5.912945451221367	1.0379803051329481e-8	9.37782206313756e-8	9.00994209125806	Atp5md	ATP synthase membrane subunit DAPIT	ENSMUSG00000071528
Q9DC69	-0.02619972478544516	-0.03501246523848829	-0.01738698433240203	11.889661455283344	-5.845010495894389	1.0717939965897747e-8	9.627666762470217e-8	8.751423864270912	Ndufa9	NADH:ubiquinone oxidoreductase subunit A9	ENSMUSG00000000399
Q8K2C9	0.033368222403157816	0.022106355798533688	0.04463008900778194	12.042540147930179	5.8263356036060125	1.2338705841029815e-8	1.0957612062232728e-7	8.657864058240108	Hacd3	3-hydroxyacyl-CoA dehydratase 3	ENSMUSG00000033629
Q64464	-0.022986668714731373	-0.030743204635495704	-0.015230132793967042	11.836153657889385	-5.826547053983419	1.1888309715068779e-8	1.0617958905515714e-7	8.652244286911607	Cyp3a13	cytochrome P450, family 3, subfamily a, polypeptide 13	ENSMUSG00000029727
Q63880	0.021008208308030445	0.013907643399006388	0.028108773217054503	13.258036479371503	5.816861795815593	1.2472273167917502e-8	1.1013651390652574e-7	8.597290642597102	Ces3a	carboxylesterase 3A	ENSMUSG00000069922
Q9CPQ1	-0.020465905978147885	-0.0274604875290411	-0.013471324427254669	14.959888349889429	-5.7526610033729	1.779138613370824e-8	1.562243625111572e-7	8.252143069229799	Cox6c	cytochrome c oxidase subunit 6C	ENSMUSG00000014313
Q99LC5	-0.01001187195264614	-0.01346068043970684	-0.006563063465585439	12.917306195816805	-5.707406955393974	2.2678314680450075e-8	1.9802349634381824e-7	8.015874391653632	Etfa	electron transferring flavoprotein, alpha polypeptide	ENSMUSG00000032314
P06151	0.011186408182560129	0.007311832667898619	0.015060983697221638	12.832609992550005	5.676219285511316	2.6846204046386207e-8	2.3311453846945358e-7	7.851916882359205	Ldha	lactate dehydrogenase A	ENSMUSG00000063229
Q9CZU6	0.02379530987701914	0.015520923893103528	0.03206969586093475	12.71119332780874	5.654313739252598	3.065729883343953e-8	2.647367849539557e-7	7.7335057122248605	Cs	citrate synthase	ENSMUSG00000005683
P40936	0.029293357733833302	0.01909688001376708	0.03948983545389952	12.733330128769524	5.649517491236259	3.2458243649456504e-8	2.772253269076531e-7	7.710888204946809	Inmt	indolethylamine N-methyltransferase	ENSMUSG00000003477
Q922Q8	0.030169083766437683	0.019662861828103388	0.04067530570477198	12.53464873909473	5.645619834554157	3.1706907744228136e-8	2.722961362869702e-7	7.693901925761934	Lrrc59	leucine rich repeat containing 59	ENSMUSG00000020869
P97872	0.021659376478063472	0.014083155660539193	0.02923559729558775	13.7345288286745	5.620687061898151	3.624428401520022e-8	3.078794343247714e-7	7.560491676887487	Fmo5	flavin containing monooxygenase 5	ENSMUSG00000028088
Q9CQZ5	-0.03158793273164509	-0.04264295296057485	-0.020532912502715335	11.85058985381495	-5.618632359637754	3.787228604441374e-8	3.1996963831037117e-7	7.546745234176278	Ndufa6	NADH:ubiquinone oxidoreductase subunit A6	ENSMUSG00000022450
P38060	0.019446638322479733	0.012599729932060834	0.02629354671289863	11.931785836434312	5.584188506950023	4.431875973210763e-8	3.7242054549077535e-7	7.378571935357362	Hmgcl	3-hydroxy-3-methylglutaryl-Coenzyme A lyase	ENSMUSG00000028672
Q9D2G2	-0.022565243568443725	-0.030561653238892306	-0.014568833897995143	12.218045345523317	-5.548892397795251	5.4649695127618816e-8	4.567779330720225e-7	7.186695853885388	Dlst	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)	ENSMUSG00000004789
Q91WT7	0.023201918122330627	0.014942826824980597	0.031461009419680656	12.473378327260539	5.523752244183002	6.190122683399164e-8	5.14636263518771e-7	7.06280548530788	Akr1c14	aldo-keto reductase family 1, member C14	ENSMUSG00000033715
P40630	-0.033732675580943436	-0.0458390146101591	-0.021626336551727774	11.323143286146058	-5.480826625036948	8.299703216952935e-8	6.827597962156546e-7	6.8531278422972495	Tfam	transcription factor A, mitochondrial	ENSMUSG00000003923
P08249	-0.01323489189637593	-0.01799001870429027	-0.008479765088461592	13.21106371108134	-5.472060967653444	7.954601279246127e-8	6.578328994424179e-7	6.797537604288342	Mdh2	malate dehydrogenase 2, NAD (mitochondrial)	ENSMUSG00000019179
P56135	-0.029570713616316236	-0.04025590131107892	-0.01888552592155355	13.458116878925194	-5.443677645740077	1.0078032003049858e-7	8.247101581553364e-7	6.670960627413324	Atp5j2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2	ENSMUSG00000038690
O70503	0.026778219858484324	0.016982753280620506	0.036573686436348146	12.329384122815771	5.376172086376763	1.3742231468846036e-7	1.1187035305107476e-6	6.327516235745758	Hsd17b12	hydroxysteroid (17-beta) dehydrogenase 12	ENSMUSG00000027195
